Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Years_at_Company,Monthly_Income,Performance_Rating,Recruitment_Source,Training_Hours_Last_Year,Job_Satisfaction,Work_Life_Balance,Overtime,Attrition
45990,57,Other,Customer Support,Executive,Master's,26.7,191538,1,Consultant,64,2,1,No,Yes
45991,33,Female,IT,Associate,PhD,5.6,58290,3,LinkedIn,104,3,1,No,Yes
45992,58,Female,Sales,Associate,PhD,9.2,161565,3,Referral,111,2,4,Yes,No
45993,58,Female,Marketing,Associate,Bachelor's,2.5,44016,3,Campus,95,2,3,Yes,No
45994,23,Male,IT,Lead,PhD,1.5,193841,4,Consultant,109,1,1,No,No
45995,36,Female,Customer Support,Senior Associate,Master's,0.9,173489,3,Job Portal,64,2,4,No,No
45996,32,Male,HR,Lead,Master's,12.9,156467,4,Consultant,62,2,1,Yes,No
45997,34,Male,HR,Analyst,PhD,3.4,98320,2,Campus,0,1,3,No,No
45998,54,Male,Marketing,Lead,PhD,2.7,39862,3,Referral,75,1,2,Yes,Yes
45999,51,Male,IT,Lead,High School,0.2,139181,3,Consultant,48,5,4,No,No
46000,59,Male,Customer Support,Analyst,Master's,5.9,140722,3,Job Portal,52,4,3,No,No
46001,25,Female,Operations,Associate,Master's,3.4,57219,3,Referral,74,5,4,No,No
46002,32,Female,Sales,Executive,Bachelor's,3,109106,2,LinkedIn,9,4,4,No,No
46003,46,Male,Marketing,Executive,Master's,0.3,80662,3,Campus,55,5,5,No,No
46004,37,Female,HR,Lead,PhD,0.3,91578,3,LinkedIn,34,2,2,Yes,No
46005,31,Female,Operations,Manager,High School,1.4,162858,2,LinkedIn,85,4,2,No,Yes
46006,53,Male,Operations,Analyst,Bachelor's,2.6,192383,5,Referral,65,2,2,No,No
46007,24,Male,IT,Associate,PhD,0.2,137958,3,Campus,40,4,2,No,No
46008,52,Female,HR,Executive,Master's,2.9,171513,4,Consultant,13,3,4,Yes,No
46009,51,Female,Finance,Analyst,Master's,3.2,40787,2,Job Portal,15,1,1,No,No
46010,31,Male,Finance,Manager,PhD,6.8,176660,3,Campus,78,5,4,Yes,No
46011,37,Male,Sales,Associate,High School,9.1,167752,5,Job Portal,65,3,2,Yes,Yes
46012,47,Male,Sales,Senior Associate,High School,1.3,166987,4,Job Portal,40,1,2,Yes,Yes
46013,28,Female,Sales,Lead,High School,1.8,159367,3,Referral,38,3,4,No,No
46014,41,Male,Operations,Lead,High School,11.3,96538,3,Consultant,75,2,5,No,Yes
46015,53,Male,Customer Support,Lead,Bachelor's,7,42914,4,Referral,44,3,5,No,No
46016,25,Female,IT,Associate,Bachelor's,2.2,66516,4,Referral,109,2,2,Yes,No
46017,52,Male,Sales,Lead,PhD,7.4,193221,1,LinkedIn,49,4,5,No,No
46018,45,Female,Operations,Associate,Bachelor's,1.9,93673,3,LinkedIn,91,4,4,Yes,No
46019,28,Female,HR,Analyst,Master's,1.1,78441,1,Job Portal,34,5,3,Yes,No
46020,47,Male,Marketing,Analyst,High School,7.9,195964,3,Consultant,22,1,5,Yes,Yes
46021,46,Male,Finance,Lead,PhD,10.2,106706,4,Referral,28,3,3,No,No
46022,49,Male,Sales,Analyst,High School,4.8,145775,3,Referral,10,2,5,No,No
46023,29,Female,Operations,Executive,PhD,0.3,187785,2,Campus,77,2,2,No,Yes
46024,38,Female,Sales,Manager,High School,7.2,67023,3,Consultant,80,5,1,No,No
46025,27,Female,Marketing,Analyst,Bachelor's,0.5,196856,3,Job Portal,58,1,4,No,No
46026,41,Female,Marketing,Manager,High School,27,161476,4,Job Portal,0,1,4,No,No
46027,36,Female,Sales,Analyst,PhD,2.7,169479,2,Campus,57,2,4,No,No
46028,23,Female,Customer Support,Executive,Bachelor's,3.5,27104,4,Campus,66,2,1,Yes,Yes
46029,52,Female,Marketing,Manager,PhD,15.6,88079,4,Consultant,53,1,3,No,No
46030,30,Female,Sales,Executive,Master's,4.1,30095,2,Job Portal,17,4,3,No,No
46031,52,Male,Operations,Senior Associate,High School,3,144646,5,Referral,18,2,3,Yes,No
46032,28,Male,Finance,Senior Associate,Master's,1.3,134740,2,Job Portal,7,4,2,Yes,No
46033,52,Male,HR,Executive,Bachelor's,5.6,155980,3,LinkedIn,75,5,4,No,No
46034,24,Female,Customer Support,Manager,Master's,5.9,105737,4,Consultant,31,2,2,No,No
46035,49,Male,IT,Lead,PhD,2.8,102392,3,Job Portal,26,1,2,No,Yes
46036,32,Male,Marketing,Senior Associate,PhD,1.7,44810,3,Job Portal,68,5,3,No,No
46037,57,Female,Operations,Associate,PhD,18.5,93754,4,Job Portal,102,1,4,No,No
46038,56,Female,Finance,Senior Associate,Bachelor's,9.9,59414,3,Referral,35,3,2,No,No
46039,39,Female,Operations,Manager,PhD,1.9,156862,4,LinkedIn,36,1,2,No,No
46040,57,Male,Finance,Manager,Bachelor's,0.2,119128,3,Job Portal,86,4,5,No,No
46041,51,Female,Marketing,Manager,Master's,2.6,198331,5,LinkedIn,43,4,5,No,No
46042,46,Female,Finance,Analyst,High School,14.7,196130,4,Referral,43,3,2,Yes,No
46043,26,Female,Sales,Lead,High School,4.4,50660,4,Referral,1,4,1,No,No
46044,49,Female,IT,Associate,High School,1.8,71965,4,Referral,72,1,1,No,Yes
46045,37,Female,Sales,Analyst,High School,2,196257,4,Campus,21,5,2,Yes,No
46046,40,Female,Marketing,Lead,High School,2.8,140923,2,Campus,78,3,3,No,No
46047,30,Female,Sales,Senior Associate,Bachelor's,8.3,32618,1,Job Portal,30,2,4,Yes,No
46048,26,Female,Marketing,Lead,Master's,2.6,194043,2,LinkedIn,7,4,5,No,No
46049,52,Male,Operations,Senior Associate,PhD,6.3,181866,3,Job Portal,21,3,5,Yes,No
46050,22,Male,Operations,Analyst,Master's,0.4,38273,3,Job Portal,49,3,1,No,Yes
46051,30,Female,Customer Support,Manager,PhD,7.7,109961,3,Referral,49,4,4,No,No
46052,57,Male,Customer Support,Senior Associate,Bachelor's,0.9,76859,3,Job Portal,109,1,3,No,No
46053,47,Female,Marketing,Executive,PhD,0.6,162103,4,Referral,56,4,5,No,No
46054,39,Male,Finance,Lead,Master's,2.3,69382,4,Job Portal,118,4,2,Yes,No
46055,36,Female,Marketing,Senior Associate,Bachelor's,6.1,48020,4,Consultant,95,3,2,No,No
46056,40,Female,Operations,Associate,PhD,4.7,153735,4,Referral,71,1,2,No,No
46057,56,Male,HR,Senior Associate,High School,3.7,112957,4,Referral,4,3,4,No,No
46058,25,Male,HR,Manager,Master's,6.6,77511,2,LinkedIn,103,5,3,Yes,No
46059,38,Male,Finance,Executive,PhD,3.3,150261,3,Consultant,13,4,1,Yes,No
46060,28,Male,Marketing,Analyst,High School,0.5,111102,4,LinkedIn,103,3,3,No,No
46061,33,Female,Customer Support,Lead,Master's,9,69885,5,Referral,99,1,2,No,No
46062,30,Female,IT,Manager,PhD,3.3,45973,4,Campus,70,2,5,No,No
46063,56,Female,IT,Associate,High School,9.8,47883,3,LinkedIn,23,1,4,Yes,Yes
46064,39,Female,Operations,Executive,PhD,1,149932,3,Campus,15,4,3,No,No
46065,51,Other,IT,Senior Associate,Master's,0.4,27893,2,LinkedIn,45,3,3,Yes,Yes
46066,56,Male,Sales,Analyst,High School,7.3,166092,4,Campus,44,2,2,No,No
46067,49,Female,Customer Support,Associate,PhD,12.7,190284,4,Consultant,30,2,4,Yes,No
46068,43,Male,IT,Executive,PhD,1.8,181212,4,Consultant,25,1,3,No,No
46069,52,Male,Marketing,Executive,Bachelor's,12.8,150961,3,Referral,80,1,5,No,No
46070,31,Male,Customer Support,Manager,High School,13.8,69742,3,Campus,69,3,5,No,No
46071,22,Male,Operations,Manager,High School,3.8,139656,3,LinkedIn,76,1,4,Yes,No
46072,52,Female,Finance,Lead,Master's,12.6,60125,5,LinkedIn,41,5,5,Yes,No
46073,25,Male,Finance,Manager,Master's,12.9,135966,2,LinkedIn,3,3,4,No,No
46074,51,Male,IT,Executive,Master's,4.6,139338,4,Job Portal,99,4,1,No,No
46075,33,Female,Sales,Senior Associate,Master's,13.3,29588,4,LinkedIn,8,3,3,No,No
46076,42,Male,Marketing,Executive,PhD,0.3,43978,3,LinkedIn,10,5,3,No,No
46077,55,Female,Marketing,Executive,Master's,4.8,33301,3,Referral,100,5,4,No,Yes
46078,39,Female,IT,Analyst,PhD,0.6,37426,3,Campus,109,1,5,No,No
46079,49,Female,Operations,Senior Associate,PhD,2.7,50679,2,LinkedIn,63,2,4,Yes,Yes
46080,43,Female,Sales,Senior Associate,Bachelor's,21.8,139176,3,Campus,58,3,4,Yes,No
46081,39,Male,Sales,Associate,PhD,16.8,59153,3,Referral,87,4,1,Yes,No
46082,36,Female,Operations,Executive,Master's,1.9,175717,3,Consultant,74,1,4,No,No
46083,51,Male,Marketing,Manager,Bachelor's,7.2,192344,2,Referral,40,4,4,No,No
46084,36,Female,Sales,Senior Associate,Bachelor's,1.1,139647,5,Job Portal,112,5,1,No,Yes
46085,46,Female,Operations,Lead,Master's,0.1,197212,4,Job Portal,79,1,2,No,Yes
46086,23,Male,IT,Lead,PhD,6.7,71508,4,Referral,57,2,1,No,Yes
46087,43,Female,Finance,Executive,High School,2.4,85729,4,Referral,111,1,1,No,No
46088,29,Female,Finance,Associate,Master's,2.3,30405,4,Job Portal,25,4,1,Yes,Yes
46089,44,Female,Customer Support,Manager,PhD,6,167667,4,Campus,93,5,5,No,No
46090,53,Female,Sales,Senior Associate,Bachelor's,0.9,97500,5,Referral,41,3,1,No,No
46091,34,Female,Finance,Associate,PhD,9.3,129738,3,LinkedIn,83,2,1,No,No
46092,48,Female,Finance,Executive,PhD,4.6,75866,2,Campus,46,3,4,No,No
46093,44,Male,IT,Manager,Master's,2.4,150896,3,Consultant,36,4,4,Yes,No
46094,27,Male,Marketing,Senior Associate,Master's,2.3,68665,2,Job Portal,5,4,2,No,No
46095,58,Female,IT,Manager,Master's,1,43816,5,Consultant,86,4,1,Yes,No
46096,45,Male,Sales,Senior Associate,PhD,6.1,82373,1,Referral,51,5,5,No,No
46097,22,Female,Sales,Senior Associate,High School,16.7,155498,3,Consultant,31,2,1,No,Yes
46098,21,Male,Marketing,Analyst,PhD,1.1,119801,3,Consultant,53,4,3,Yes,No
46099,43,Male,Customer Support,Senior Associate,Master's,1.8,195305,4,Consultant,9,4,4,No,No
46100,38,Male,Finance,Senior Associate,Bachelor's,1.9,172525,3,Campus,64,3,3,No,No
46101,28,Male,Sales,Analyst,High School,1.7,164002,5,LinkedIn,92,4,4,No,No
46102,54,Male,Marketing,Senior Associate,Master's,3.3,49482,2,LinkedIn,80,4,1,Yes,No
46103,28,Male,Operations,Analyst,Master's,3.3,67933,3,Consultant,68,3,1,Yes,No
46104,49,Male,Marketing,Associate,Master's,2.9,24958,3,LinkedIn,25,3,3,No,No
46105,33,Male,IT,Lead,Master's,4.2,164770,3,Referral,26,2,5,No,Yes
46106,21,Male,Marketing,Lead,PhD,6.2,178584,3,Campus,16,5,1,No,No
46107,49,Male,IT,Senior Associate,High School,21,187847,2,Consultant,112,5,4,No,Yes
46108,57,Female,Customer Support,Manager,Master's,3.1,115601,5,Referral,94,4,2,No,Yes
46109,21,Male,HR,Senior Associate,High School,6.2,102730,2,Job Portal,66,2,1,No,Yes
46110,25,Female,Sales,Analyst,PhD,6.2,101309,5,Referral,64,3,2,Yes,No
46111,22,Female,Finance,Associate,High School,2.1,86487,4,Campus,1,3,2,No,Yes
46112,42,Male,Sales,Associate,Master's,4.6,31312,3,Referral,79,3,1,No,No
46113,50,Male,Sales,Executive,PhD,2.4,107103,3,Referral,108,3,3,Yes,Yes
46114,31,Male,Finance,Lead,Master's,19.2,113608,3,Referral,21,4,1,Yes,No
46115,49,Female,Finance,Associate,PhD,2.1,144583,2,LinkedIn,57,3,5,Yes,Yes
46116,23,Female,IT,Manager,Master's,0.1,104207,2,LinkedIn,16,5,3,Yes,No
46117,33,Female,Finance,Analyst,High School,2.9,106284,2,Job Portal,41,1,1,Yes,No
46118,23,Male,IT,Analyst,High School,2,155587,4,Consultant,74,1,1,Yes,Yes
46119,30,Male,IT,Associate,Bachelor's,6.4,133491,2,Referral,79,5,2,No,No
46120,24,Female,IT,Associate,PhD,2.6,24381,4,Campus,51,2,1,Yes,No
46121,34,Male,Marketing,Manager,High School,2.8,168723,2,LinkedIn,30,5,2,No,No
46122,43,Female,Operations,Associate,PhD,7.5,87442,3,Campus,97,3,1,No,No
46123,37,Male,Sales,Manager,High School,23.5,44411,3,Referral,5,1,1,No,Yes
46124,21,Male,Sales,Manager,Bachelor's,2.1,90694,5,LinkedIn,56,3,2,No,No
46125,35,Male,Marketing,Analyst,Bachelor's,0.1,60741,3,Referral,29,5,4,No,No
46126,22,Female,Operations,Executive,PhD,8.2,111677,4,Job Portal,57,5,2,Yes,No
46127,38,Female,Finance,Lead,PhD,1.7,150141,3,Job Portal,29,5,3,No,Yes
46128,59,Male,IT,Senior Associate,PhD,1.7,91191,3,Campus,108,5,4,Yes,No
46129,42,Male,Operations,Manager,Master's,5.1,141241,3,Consultant,59,5,1,No,Yes
46130,48,Female,Marketing,Executive,PhD,3.3,97107,3,Job Portal,21,2,3,No,Yes
46131,50,Male,Operations,Associate,PhD,7.8,191225,4,Job Portal,16,3,4,Yes,Yes
46132,33,Male,IT,Executive,Bachelor's,0.5,30030,4,Job Portal,65,1,3,No,No
46133,23,Female,HR,Analyst,Master's,31.9,34259,5,LinkedIn,2,2,1,Yes,No
46134,23,Female,Sales,Executive,PhD,1.4,24806,3,Campus,47,2,4,Yes,Yes
46135,46,Female,Sales,Senior Associate,Master's,6.6,144292,4,Referral,91,5,2,Yes,No
46136,24,Female,Sales,Associate,High School,7.5,171153,3,Referral,58,2,3,No,No
46137,36,Female,Customer Support,Senior Associate,PhD,0.6,59348,3,LinkedIn,45,3,4,Yes,Yes
46138,48,Female,IT,Associate,PhD,1,55383,3,LinkedIn,68,2,2,Yes,No
46139,28,Male,Finance,Associate,PhD,7,183402,2,Job Portal,108,2,2,No,No
46140,36,Male,Customer Support,Lead,PhD,12.5,109331,4,Consultant,24,3,5,No,No
46141,51,Female,Sales,Senior Associate,Master's,5.5,31471,2,Job Portal,71,5,3,No,No
46142,43,Male,Sales,Executive,Bachelor's,2,82756,4,Referral,75,4,5,No,Yes
46143,22,Male,Customer Support,Analyst,Master's,5,33933,3,Campus,115,5,2,No,No
46144,29,Male,IT,Senior Associate,Master's,0.6,47457,4,Job Portal,119,3,4,No,No
46145,47,Female,Finance,Analyst,Bachelor's,5.2,143055,3,Consultant,5,2,5,No,No
46146,42,Other,Sales,Lead,Bachelor's,4,107853,3,Referral,11,5,2,Yes,No
46147,54,Female,IT,Associate,PhD,0.1,101187,4,Consultant,91,1,4,Yes,No
46148,29,Female,Sales,Executive,PhD,9.9,129321,4,Job Portal,15,4,4,No,No
46149,53,Female,Marketing,Executive,High School,5.3,60009,4,Referral,97,2,3,No,No
46150,58,Male,Operations,Executive,Bachelor's,0.1,114044,4,Job Portal,56,4,5,No,No
46151,54,Male,Customer Support,Associate,PhD,3.2,36117,4,Consultant,78,1,1,No,No
46152,55,Female,Customer Support,Analyst,PhD,8.8,84440,5,Job Portal,109,5,1,No,No
46153,46,Male,Marketing,Executive,PhD,6.4,96696,4,Campus,80,3,1,Yes,No
46154,27,Male,Sales,Executive,PhD,1.4,143723,4,Job Portal,29,4,3,No,No
46155,47,Female,IT,Associate,Bachelor's,1.6,130006,3,Referral,78,1,3,No,No
46156,32,Male,IT,Executive,PhD,2.4,52255,1,Job Portal,46,5,2,No,No
46157,37,Female,IT,Executive,PhD,1.3,185574,2,Job Portal,108,2,3,No,No
46158,41,Male,Finance,Associate,Bachelor's,5.7,80280,3,Referral,5,5,5,Yes,No
46159,42,Male,HR,Executive,High School,9.7,93015,3,Campus,108,5,1,Yes,No
46160,46,Male,Operations,Manager,PhD,6.2,143183,3,Referral,16,3,5,No,No
46161,59,Female,Operations,Analyst,PhD,1.4,85170,1,Referral,73,3,1,No,No
46162,33,Male,IT,Executive,PhD,5,111462,3,LinkedIn,116,4,5,Yes,Yes
46163,43,Male,Operations,Lead,Bachelor's,8.9,182143,4,Referral,80,1,2,Yes,No
46164,50,Female,IT,Analyst,PhD,5.4,191886,4,Campus,26,3,5,Yes,No
46165,37,Male,Sales,Manager,High School,2.1,135294,3,Referral,62,3,3,No,No
46166,47,Female,IT,Executive,Bachelor's,4,106935,4,Consultant,104,1,5,Yes,No
46167,40,Female,HR,Manager,High School,3.5,121267,4,Job Portal,75,1,4,No,Yes
46168,27,Female,Operations,Analyst,Master's,9.9,60072,2,Job Portal,18,5,2,Yes,No
46169,24,Male,Sales,Associate,PhD,0.3,144622,4,LinkedIn,75,2,4,No,No
46170,51,Male,Customer Support,Lead,PhD,3.1,187355,1,Referral,67,4,3,No,No
46171,50,Female,IT,Analyst,PhD,2.2,55367,3,Consultant,110,3,3,No,Yes
46172,51,Female,Operations,Senior Associate,Master's,7.7,138078,2,Consultant,41,1,2,No,No
46173,24,Male,HR,Associate,Master's,7.8,33312,4,Job Portal,65,5,1,No,No
46174,38,Female,Sales,Executive,High School,8.4,160573,4,Consultant,99,1,4,No,No
46175,40,Male,Finance,Senior Associate,Bachelor's,5.8,155563,1,Referral,78,5,2,No,No
46176,43,Female,Finance,Manager,Master's,5,83062,4,Job Portal,7,3,4,No,No
46177,58,Female,Customer Support,Manager,High School,4.2,83320,3,Campus,101,1,4,No,No
46178,29,Male,Customer Support,Lead,Bachelor's,4.1,111564,5,Job Portal,68,1,2,No,No
46179,36,Male,Sales,Senior Associate,Master's,0.3,88232,3,Consultant,5,5,1,Yes,No
46180,41,Female,Customer Support,Executive,Bachelor's,2.5,179695,3,LinkedIn,13,4,2,No,No
46181,29,Female,Operations,Executive,Master's,6.3,62678,2,LinkedIn,19,4,3,Yes,No
46182,45,Male,HR,Senior Associate,Bachelor's,1.2,60210,2,Job Portal,25,2,3,Yes,No
46183,56,Male,HR,Analyst,Bachelor's,12.5,93716,3,Consultant,99,1,4,No,No
46184,34,Male,Marketing,Lead,PhD,0.1,178779,2,Campus,22,2,5,No,No
46185,37,Female,Marketing,Senior Associate,PhD,3.5,160171,4,LinkedIn,12,5,2,No,No
46186,48,Female,IT,Associate,Master's,0.1,95657,4,LinkedIn,48,2,4,No,Yes
46187,28,Female,Operations,Associate,PhD,1.7,187995,2,LinkedIn,10,2,1,No,No
46188,34,Female,Customer Support,Senior Associate,Bachelor's,0.4,38653,3,LinkedIn,49,4,4,Yes,Yes
46189,35,Male,Marketing,Analyst,PhD,0.7,92552,3,Referral,75,1,5,No,No
46190,59,Male,Sales,Lead,Bachelor's,2.6,173895,5,Job Portal,28,2,4,No,No
46191,45,Female,HR,Associate,PhD,5.7,185568,2,LinkedIn,67,1,1,No,No
46192,31,Male,Customer Support,Executive,PhD,0.7,82387,4,Referral,106,2,3,Yes,No
46193,49,Female,HR,Associate,Bachelor's,1.3,25454,4,Consultant,21,5,3,No,No
46194,23,Male,Customer Support,Executive,Master's,0.3,34861,3,Consultant,9,5,4,No,No
46195,59,Female,Sales,Associate,Bachelor's,3,119843,3,Referral,114,3,3,Yes,No
46196,42,Male,Customer Support,Senior Associate,High School,9.7,137946,2,Job Portal,41,4,2,No,No
46197,57,Male,Customer Support,Associate,Bachelor's,3.2,22086,4,Job Portal,51,5,3,No,No
46198,40,Male,Finance,Associate,High School,7.4,87061,4,Referral,6,3,2,No,No
46199,39,Male,Marketing,Lead,Bachelor's,0.3,137092,3,Referral,3,1,2,No,Yes
46200,33,Male,Sales,Analyst,High School,3.8,183663,4,Job Portal,75,1,5,No,Yes
46201,47,Male,IT,Senior Associate,High School,2.2,143798,3,Referral,76,5,3,No,No
46202,39,Male,Finance,Analyst,High School,2.4,187176,5,LinkedIn,8,1,4,No,No
46203,36,Male,Operations,Manager,High School,3.9,85655,3,Campus,52,5,3,No,Yes
46204,22,Male,Sales,Senior Associate,PhD,3.6,124256,4,Job Portal,18,2,4,Yes,No
46205,21,Female,Marketing,Associate,Bachelor's,6.5,108362,4,Consultant,44,5,5,No,No
46206,23,Female,Finance,Manager,High School,4.4,32363,3,LinkedIn,32,3,2,No,No
46207,44,Female,Operations,Lead,PhD,4.1,20748,1,Job Portal,54,1,2,No,No
46208,58,Other,IT,Executive,Master's,0.9,40759,3,LinkedIn,43,4,4,Yes,No
46209,22,Male,Customer Support,Senior Associate,Bachelor's,9.1,65038,3,Consultant,25,2,3,Yes,No
46210,36,Female,Operations,Senior Associate,Bachelor's,10.7,93813,3,Campus,105,2,1,Yes,No
46211,49,Male,Customer Support,Lead,Master's,3.2,158845,1,LinkedIn,94,4,3,Yes,No
46212,57,Female,Operations,Associate,High School,7.9,88906,3,Campus,76,2,3,Yes,No
46213,24,Male,Finance,Senior Associate,PhD,12,107663,2,Campus,118,3,2,No,No
46214,34,Male,Operations,Lead,Bachelor's,5.8,173171,3,Consultant,27,5,4,Yes,No
46215,37,Female,Operations,Associate,Master's,4.3,162928,2,Consultant,84,1,4,No,No
46216,37,Female,HR,Associate,Bachelor's,14.9,110426,3,Job Portal,54,3,1,No,No
46217,40,Male,Sales,Lead,Master's,15.2,21337,2,Consultant,0,2,5,No,No
46218,49,Male,Finance,Senior Associate,Master's,2.3,166698,5,Referral,117,5,5,Yes,Yes
46219,46,Female,Sales,Senior Associate,PhD,0.7,25053,1,Campus,72,4,1,No,No
46220,58,Male,Sales,Executive,Master's,3.6,176699,4,Campus,52,4,4,No,Yes
46221,37,Female,Customer Support,Lead,Master's,7.3,85097,2,Consultant,33,2,1,Yes,No
46222,32,Female,Sales,Associate,High School,0.4,39577,4,LinkedIn,65,5,3,No,No
46223,48,Male,Customer Support,Analyst,High School,0.1,48819,3,Consultant,49,1,1,No,No
46224,29,Male,HR,Executive,PhD,2.1,120012,4,Referral,88,1,1,Yes,Yes
46225,52,Male,Operations,Executive,Master's,0.6,112049,5,Consultant,4,3,1,No,Yes
46226,54,Male,Finance,Analyst,Bachelor's,0.3,84712,1,LinkedIn,33,5,2,No,No
46227,36,Female,HR,Senior Associate,Master's,0.6,95421,4,Job Portal,48,1,4,No,No
46228,51,Female,Operations,Senior Associate,Bachelor's,1.2,132581,5,Job Portal,20,1,4,No,No
46229,47,Male,Marketing,Associate,High School,3.2,91742,4,Job Portal,69,3,2,No,Yes
46230,49,Male,Finance,Senior Associate,High School,15.6,87831,4,Campus,97,5,5,No,No
46231,21,Male,Operations,Analyst,High School,0.9,128557,2,Consultant,30,2,2,No,Yes
46232,47,Male,Finance,Executive,PhD,1.9,127792,4,Campus,61,1,5,Yes,No
46233,52,Female,HR,Lead,Bachelor's,3,89334,3,LinkedIn,17,3,2,Yes,No
46234,31,Female,Customer Support,Executive,Master's,3.2,66344,3,Job Portal,37,5,4,No,No
46235,55,Male,Finance,Manager,Bachelor's,2.1,185655,3,Referral,74,3,3,Yes,No
46236,22,Female,HR,Lead,PhD,6.1,176959,3,Referral,7,4,3,Yes,No
46237,21,Male,Operations,Senior Associate,PhD,4.9,65994,3,LinkedIn,57,3,5,Yes,No
46238,26,Female,Sales,Analyst,Master's,2.7,140190,3,Job Portal,36,5,5,No,No
46239,27,Male,Operations,Senior Associate,High School,6.5,83117,3,Job Portal,51,5,1,No,No
46240,22,Female,Marketing,Senior Associate,Master's,0.9,67595,3,Consultant,45,5,4,Yes,Yes
46241,22,Female,Sales,Associate,Bachelor's,11.4,45442,4,Consultant,32,2,5,No,No
46242,25,Female,Customer Support,Manager,High School,5.2,78986,5,LinkedIn,66,2,4,Yes,Yes
46243,33,Male,Operations,Senior Associate,PhD,2,104735,3,Campus,58,5,3,Yes,No
46244,39,Male,IT,Manager,PhD,17.1,138590,3,Job Portal,51,2,3,No,No
46245,39,Female,IT,Analyst,Master's,9.7,129072,3,Campus,111,4,4,Yes,No
46246,21,Male,Sales,Analyst,PhD,0.2,183972,5,LinkedIn,107,4,3,No,No
46247,55,Female,Customer Support,Executive,Master's,0.3,81516,2,LinkedIn,11,2,2,No,No
46248,38,Female,HR,Analyst,Bachelor's,2.4,155296,2,Consultant,117,5,4,No,No
46249,52,Male,IT,Executive,PhD,5.3,61130,3,Referral,70,2,3,Yes,No
46250,52,Male,IT,Senior Associate,High School,3.8,130394,5,Referral,117,4,4,Yes,No
46251,28,Male,HR,Analyst,PhD,5,37384,3,LinkedIn,93,5,3,No,No
46252,31,Female,Finance,Analyst,High School,3.9,101272,3,Referral,27,4,1,Yes,No
46253,40,Male,HR,Analyst,PhD,0.4,86545,5,Consultant,52,3,4,Yes,No
46254,28,Male,Marketing,Associate,Master's,8.9,31074,5,Referral,80,3,5,No,Yes
46255,48,Male,Customer Support,Analyst,PhD,26.6,163225,3,Referral,52,4,5,No,No
46256,41,Female,Finance,Manager,Master's,7,173606,3,Job Portal,24,2,5,No,No
46257,58,Female,Finance,Executive,Master's,6.6,199088,3,Campus,84,1,2,Yes,No
46258,58,Female,Customer Support,Senior Associate,High School,10.4,49334,5,Job Portal,92,5,3,No,Yes
46259,26,Male,Customer Support,Associate,High School,4.6,190181,3,LinkedIn,87,4,1,No,Yes
46260,22,Female,Customer Support,Analyst,Master's,7.7,78532,4,Referral,32,2,3,No,No
46261,30,Female,Operations,Executive,Bachelor's,5.9,160995,2,Job Portal,52,5,3,Yes,No
46262,29,Female,Marketing,Lead,Master's,4.6,127820,3,Job Portal,55,5,1,No,Yes
46263,23,Male,Sales,Associate,High School,4.2,48089,2,LinkedIn,23,2,1,Yes,No
46264,22,Female,Finance,Lead,Master's,5.3,90627,3,Campus,96,4,5,No,No
46265,56,Female,Finance,Senior Associate,High School,5.4,79300,3,Referral,51,4,5,No,No
46266,28,Male,Sales,Lead,High School,0.3,118884,4,Referral,108,3,2,No,No
46267,29,Female,Marketing,Lead,Master's,11,63389,4,Referral,97,1,1,No,No
46268,46,Male,Finance,Lead,Bachelor's,1.9,166134,1,Referral,1,1,3,No,No
46269,54,Male,Customer Support,Analyst,High School,1.3,111747,3,Campus,117,1,1,Yes,No
46270,50,Male,Sales,Associate,Bachelor's,6,62773,4,Job Portal,29,3,4,No,Yes
46271,58,Male,Marketing,Executive,Bachelor's,4.1,187093,4,Job Portal,38,4,2,Yes,No
46272,28,Female,Marketing,Analyst,PhD,0.3,177305,2,Consultant,72,5,3,No,Yes
46273,23,Male,IT,Lead,PhD,2.1,131010,4,Consultant,46,1,2,No,No
46274,31,Male,Finance,Senior Associate,Bachelor's,9.4,20469,3,Campus,58,3,2,Yes,No
46275,45,Male,Finance,Associate,Master's,0.8,196445,4,LinkedIn,85,4,5,No,No
46276,25,Female,Sales,Executive,PhD,22.2,92788,3,Job Portal,41,4,5,Yes,Yes
46277,32,Male,Sales,Executive,PhD,16.6,92984,3,Referral,114,1,3,No,No
46278,50,Female,IT,Associate,Master's,0.5,51242,3,Job Portal,79,5,2,No,Yes
46279,47,Female,Sales,Executive,Bachelor's,30,195392,3,Job Portal,109,5,4,No,No
46280,25,Female,IT,Senior Associate,Bachelor's,0.2,177370,2,LinkedIn,2,5,2,No,No
46281,40,Female,Operations,Associate,Bachelor's,5.6,198582,4,Campus,15,2,2,No,No
46282,41,Male,HR,Manager,Master's,6.2,69232,3,Referral,99,5,2,Yes,No
46283,23,Female,IT,Senior Associate,Master's,8.1,73414,3,Referral,55,1,4,No,No
46284,24,Male,HR,Executive,PhD,0.1,131100,3,Consultant,2,3,1,Yes,Yes
46285,44,Male,Operations,Senior Associate,Master's,9.4,85631,2,Campus,0,5,4,No,No
46286,27,Female,IT,Manager,PhD,1.6,179210,3,Consultant,91,2,5,Yes,No
46287,44,Female,HR,Analyst,PhD,4.3,151100,3,Job Portal,44,1,1,No,No
46288,31,Female,Finance,Associate,Master's,3.3,54315,2,Referral,111,1,2,No,No
