Origin_airport,Destination_airport,Origin_city,Origin_State,Destination_city,Destination_State,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
CID,ORD,Cedar Rapids,IA,Chicago,IL,2395,6840,57,196,01/11/2001,240100,18385002,41.88470078,-91.71080017,41.97859955,-87.90480042
BWI,ATL,Baltimore,MD,Atlanta,GA,154,154,1,576,01/04/2001,2577904,4432950,39.17539978,-76.66829681,33.63669968,-84.42810059
DTW,DFW,Detroit,MI,Dallas,TX,73,132,3,987,01/12/2003,8985512,11164066,42.21239853,-83.35340118,32.89680099,-97.03800201
MCI,DAL,Kansas City,MO,Dallas,TX,189,488,4,461,01/02/2006,1984954,11998822,39.2976,-94.713898,32.8470993,-96.85179901
DET,EWR,Detroit,MI,Newark,NJ,3637,9782,67,473,01/09/1999,8962394,17431724,42.40919876,-83.00990295,40.69250107,-74.16870117
SLC,DFW,Salt Lake City,UT,Dallas,TX,2517,5862,32,988,01/03/2003,1016377,11164066,40.78839874,-111.9779968,32.89680099,-97.03800201
LAS,DFW,Las Vegas,NV,Dallas,TX,895,970,5,1055,01/05/1992,841113,8314270,36.08010101,-115.1520004,32.89680099,-97.03800201
ATL,DHN,Atlanta,GA,Dothan,AL,1736,3102,47,171,01/07/2008,5385586,141446,33.63669968,-84.42810059,31.32130051,-85.44960022
PHL,BUF,Philadelphia,PA,Buffalo,NY,1541,3224,26,279,01/12/2009,11936504,1123804,39.87189865,-75.2410965,42.94049835,-78.73220062
BDL,TPA,Hartford,CT,Tampa,FL,105,126,1,1111,01/06/1998,1109081,2254405,41.93889999,-72.68319702,27.97550011,-82.53320313
MSN,ORD,Madison,WI,Chicago,IL,3858,13095,135,109,01/01/1993,464501,16876600,43.13990021,-89.33750153,41.97859955,-87.90480042
ILN,OMA,Wilmington,OH,Omaha,NE,0,0,21,646,01/07/2005,42063,810493,39.42789841,-83.792099,41.30319977,-95.89409637
MKE,MDW,Milwaukee,WI,Chicago,IL,2636,4284,126,81,01/02/2001,1511299,18385002,42.94720078,-87.89659882,41.7859993,-87.75240326
SAT,ORD,San Antonio,TX,Chicago,IL,228,324,3,1041,01/01/1998,1650418,17529224,29.53370094,-98.46980286,41.97859955,-87.90480042
DFW,ORD,Dallas,TX,Chicago,IL,1195,1758,7,802,01/06/2000,10392376,18235464,32.89680099,-97.03800201,41.97859955,-87.90480042
IAD,EWR,Washington,DC,Newark,NJ,300,360,1,213,01/08/1995,8757652,17130692,38.94449997,-77.45580292,40.69250107,-74.16870117
MEM,ORD,Memphis,TN,Chicago,IL,145,149,1,491,01/06/1998,1156598,17529224,35.04240036,-89.97669983,41.97859955,-87.90480042
JFK,TPA,New York,NY,Tampa,FL,1973,4350,30,1005,01/12/1993,34026518,2132804,40.63980103,-73.77890015,27.97550011,-82.53320313
HSV,ATL,Huntsville,AL,Atlanta,GA,68,70,1,151,01/12/2004,363221,4802300,34.6371994,-86.77510071,33.63669968,-84.42810059
ORD,EWR,Chicago,IL,Newark,NJ,15858,21609,147,719,01/06/1993,16876600,17013259,41.97859955,-87.90480042,40.69250107,-74.16870117
GNV,TPA,Gainesville,FL,Tampa,FL,107,750,25,119,01/08/1996,209400,2195269,29.69009972,-82.27179718,27.97550011,-82.53320313
GRR,DTW,Grand Rapids,MI,Detroit,MI,4644,7600,76,120,01/07/2001,750083,8958464,42.88079834,-85.52279663,42.21239853,-83.35340118
PHL,ELM,Philadelphia,PA,Elmira,NY,2338,4250,85,180,01/10/2006,11761824,88164,39.87189865,-75.2410965,42.15990067,-76.89160156
LAX,RNO,Los Angeles,CA,Reno,NV,3827,4521,33,390,01/12/2006,25427320,402383,33.94250107,-118.4079971,39.49909973,-119.7679977
ORD,BOS,Chicago,IL,Boston,MA,17706,23184,165,867,01/08/1998,17529224,8506878,41.97859955,-87.90480042,42.36429977,-71.00520325
ALB,DTW,Albany,NY,Detroit,MI,305,444,3,488,01/12/2007,852019,8913164,42.74829865,-73.80169678,42.21239853,-83.35340118
TPA,DTW,Tampa,FL,Detroit,MI,5602,8614,59,983,01/10/1993,2132804,8711888,27.97550011,-82.53320313,42.21239853,-83.35340118
CLE,EWR,Cleveland,OH,Newark,NJ,2827,4483,26,404,01/06/2004,2128958,18747431,41.4117012,-81.84980011,40.69250107,-74.16870117
STL,OMA,St. Louis,MO,Omaha,NE,94,98,1,342,01/04/1997,2651494,736106,38.74869919,-90.37000275,41.30319977,-95.89409637
OMA,EKO,Omaha,NE,Elko,NV,65,122,1,1037,01/04/2000,769117,46863,41.30319977,-95.89409637,40.82490158,-115.7919998
MKE,DFW,Milwaukee,WI,Dallas,TX,1171,1320,30,853,01/07/2008,1550451,12602170,42.94720078,-87.89659882,32.89680099,-97.03800201
SAN,DFW,San Diego,CA,Dallas,TX,7116,8700,30,1171,01/06/1992,2601147,8314270,32.73360062,-117.1900024,32.89680099,-97.03800201
ORD,ALB,Chicago,IL,Albany,NY,2517,2800,56,723,01/07/2004,18664180,843928,41.97859955,-87.90480042,42.74829865,-73.80169678
EWR,BOS,Newark,NJ,Boston,MA,0,0,1,200,01/10/2002,18590085,8918022,40.69250107,-74.16870117,42.36429977,-71.00520325
BOS,ORD,Boston,MA,Chicago,IL,4746,9588,51,867,01/01/1996,8407438,17287860,42.36429977,-71.00520325,41.97859955,-87.90480042
PWM,ORD,Portland,ME,Chicago,IL,2697,3654,29,900,01/04/1999,470292,17655010,43.64619827,-70.30930328,41.97859955,-87.90480042
RDU,DTW,Raleigh,NC,Detroit,MI,90,110,1,501,01/04/2004,916790,8996622,35.87760162,-78.78749847,42.21239853,-83.35340118
LRD,DFW,Laredo,TX,Dallas,TX,0,0,1,394,01/07/2004,215775,11379964,27.54380035,-99.46160126,32.89680099,-97.03800201
PVD,ORD,Providence,RI,Chicago,IL,1732,1912,28,849,01/05/2005,1609677,18724160,41.73260117,-71.42040253,41.97859955,-87.90480042
SFO,MIA,San Francisco,CA,Miami,FL,2945,4732,26,2585,01/09/2004,8287044,10725356,37.61899948,-122.375,25.79319954,-80.29060364
MCO,BUF,Orlando,FL,Buffalo,NY,3344,4795,35,1011,01/11/2006,1999994,1130913,28.42939949,-81.30899811,42.94049835,-78.73220062
EWR,ATL,Newark,NJ,Atlanta,GA,2309,3192,28,745,01/09/2009,19069796,5475213,40.69250107,-74.16870117,33.63669968,-84.42810059
BDL,ATL,Hartford,CT,Atlanta,GA,8,144,1,859,01/03/2001,1156981,4432950,41.93889999,-72.68319702,33.63669968,-84.42810059
EWR,BOS,Newark,NJ,Boston,MA,7374,16510,127,200,01/12/1991,16874842,8227986,40.69250107,-74.16870117,42.36429977,-71.00520325
BUF,EWR,Buffalo,NY,Newark,NJ,709,3358,23,282,01/01/1995,1180896,17130692,42.94049835,-78.73220062,40.69250107,-74.16870117
BTR,ATL,Baton Rouge,LA,Atlanta,GA,1961,2996,28,449,01/08/1992,641721,3245141,30.53319931,-91.14959717,33.63669968,-84.42810059
MSP,DLH,Minneapolis,MN,Duluth,MN,3206,7400,50,144,01/05/2006,3167666,273716,44.88199997,-93.22180176,46.84209824,-92.19360352
ICT,ABI,Wichita,KS,Abilene,TX,36,64,1,383,01/11/1996,552884,152535,37.64989853,-97.43309784,32.41130066,-99.68190002
MCO,EWR,Orlando,FL,Newark,NJ,0,0,17,938,01/10/2004,1866597,18747431,28.42939949,-81.30899811,40.69250107,-74.16870117
AHN,ATL,Athens,GA,Atlanta,GA,306,1017,113,67,01/02/2009,192222,5475213,33.94860077,-83.32630157,33.63669968,-84.42810059
DFW,ORD,Dallas,TX,Chicago,IL,419,1100,22,802,01/05/2003,11164066,18572324,32.89680099,-97.03800201,41.97859955,-87.90480042
EWR,ATL,Newark,NJ,Atlanta,GA,0,0,1,745,01/05/2009,19069796,5475213,40.69250107,-74.16870117,33.63669968,-84.42810059
JAX,EWR,Jacksonville,FL,Newark,NJ,3485,5075,36,821,01/11/1997,1050238,17264316,30.49410057,-81.68789673,40.69250107,-74.16870117
ATL,DTW,Atlanta,GA,Detroit,MI,6535,8791,59,594,01/07/2002,4555490,8972134,33.63669968,-84.42810059,42.21239853,-83.35340118
PIT,BUF,Pittsburgh,PA,Buffalo,NY,3039,6426,51,186,01/09/2000,2429023,1169159,40.49150085,-80.23290253,42.94049835,-78.73220062
LAX,ORD,Los Angeles,CA,Chicago,IL,147,150,1,1744,01/08/1994,23179000,17018756,33.94250107,-118.4079971,41.97859955,-87.90480042
PHL,ORD,Philadelphia,PA,Chicago,IL,7617,15538,112,678,01/05/1999,11042574,17655010,39.87189865,-75.2410965,41.97859955,-87.90480042
TUL,AUS,Tulsa,OK,Austin,TX,65,122,1,420,01/11/1993,790683,931671,36.19839859,-95.88809967,30.19449997,-97.66989899
CAE,ATL,Columbia,SC,Atlanta,GA,139,183,1,191,01/06/1997,602997,3756986,33.93880081,-81.11949921,33.63669968,-84.42810059
CMH,DFW,Columbus,OH,Dallas,TX,13470,16644,119,927,01/08/2008,1779822,12602170,39.9980011,-82.89189911,32.89680099,-97.03800201
RNO,DFW,Reno,NV,Dallas,TX,7332,12390,105,1345,01/12/1990,258859,8019250,39.49909973,-119.7679977,32.89680099,-97.03800201
ORD,TUS,Chicago,IL,Tucson,AZ,11137,13201,93,1437,01/10/1993,16876600,711392,41.97859955,-87.90480042,32.11610031,-110.9410019
ATL,IAH,Atlanta,GA,Houston,TX,443,3600,9,689,01/03/1991,3163883,3888584,33.63669968,-84.42810059,29.9843998,-95.34140015
RDU,ATL,Raleigh,NC,Atlanta,GA,14116,16848,144,356,01/07/2009,1125827,5475213,35.87760162,-78.78749847,33.63669968,-84.42810059
TPA,DTW,Tampa,FL,Detroit,MI,4074,4464,30,983,01/07/2007,2711222,8913164,27.97550011,-82.53320313,42.21239853,-83.35340118
ROC,BUF,Rochester,NY,Buffalo,NY,106,564,4,55,01/09/2000,1041595,1169159,43.1189003,-77.67240143,42.94049835,-78.73220062
MSY,AUS,New Orleans,LA,Austin,TX,98,137,1,445,01/04/2003,1312039,1382693,29.99340057,-90.25800323,30.19449997,-97.66989899
BOS,BGR,Boston,MA,Bangor,ME,8526,12274,361,201,01/08/2001,8886620,145589,42.36429977,-71.00520325,44.80739975,-68.82810211
STL,JLN,St. Louis,MO,Joplin,MO,1801,3330,111,251,01/04/2001,2719279,158609,38.74869919,-90.37000275,37.15179825,-94.49829865
CLT,EWR,Charlotte,NC,Newark,NJ,10007,14238,113,528,01/09/1998,1223835,17341505,35.2140007,-80.94309998,40.69250107,-74.16870117
ORD,ATL,Chicago,IL,Atlanta,GA,3469,4350,29,606,01/05/1998,17529224,3872031,41.97859955,-87.90480042,33.63669968,-84.42810059
STL,ORD,St. Louis,MO,Chicago,IL,2209,2800,56,258,01/11/2006,2791682,18797710,38.74869919,-90.37000275,41.97859955,-87.90480042
SAT,AUS,San Antonio,TX,Austin,TX,67,142,1,70,01/01/1998,1650418,1104612,29.53370094,-98.46980286,30.19449997,-97.66989899
MGM,MLU,Montgomery,AL,Monroe,LA,1932,4140,30,330,01/09/1994,323770,167160,32.30059814,-86.39399719,32.51089859,-92.03769684
CLT,ALB,Charlotte,NC,Albany,NY,1586,2016,14,645,01/06/2002,1406699,833752,35.2140007,-80.94309998,42.74829865,-73.80169678
LAX,AFW,Los Angeles,CA,Dallas,TX,0,0,1,1218,01/01/2003,25434866,11164066,33.94250107,-118.4079971,32.98759842,-97.31880188
ATL,DFW,Atlanta,GA,Dallas,TX,9498,12558,91,732,01/12/1993,3339551,8450926,33.63669968,-84.42810059,32.89680099,-97.03800201
DFW,EKO,Dallas,TX,Elko,NV,117,124,1,1170,01/12/1992,8314270,38698,32.89680099,-97.03800201,40.82490158,-115.7919998
HOU,ATL,Houston,TX,Atlanta,GA,4054,6307,53,696,01/05/1999,4540138,3988728,29.64539909,-95.27890015,33.63669968,-84.42810059
PHL,ORD,Philadelphia,PA,Chicago,IL,0,0,19,678,01/08/2007,11825356,18903872,39.87189865,-75.2410965,41.97859955,-87.90480042
BMI,PIA,Bloomington,IL,Peoria,IL,2,37,1,42,01/12/1997,141699,365090,40.47710037,-88.91590118,40.66419983,-89.69329834
TLH,ATL,Tallahassee,FL,Atlanta,GA,8397,14628,106,223,01/12/1994,282333,3444861,30.39649963,-84.35030365,33.63669968,-84.42810059
JAX,DFW,Jacksonville,FL,Dallas,TX,3629,4402,31,919,01/10/2002,1172801,10953156,30.49410057,-81.68789673,32.89680099,-97.03800201
LAS,EUG,Las Vegas,NV,Eugene,OR,816,1204,14,699,01/12/2006,1778129,339280,36.08010101,-115.1520004,44.12459946,-123.211998
PHL,ORD,Philadelphia,PA,Chicago,IL,5105,9600,75,678,01/07/1993,10961072,16876600,39.87189865,-75.2410965,41.97859955,-87.90480042
ATL,BUF,Atlanta,GA,Buffalo,NY,59,107,1,712,01/02/1997,3756986,1162332,33.63669968,-84.42810059,42.94049835,-78.73220062
MEM,ATL,Memphis,TN,Atlanta,GA,109,112,1,332,01/10/1996,1137519,3652439,35.04240036,-89.97669983,33.63669968,-84.42810059
DTW,DFW,Detroit,MI,Dallas,TX,67,125,1,987,01/01/2006,8969084,11998822,42.21239853,-83.35340118,32.89680099,-97.03800201
PWM,BOS,Portland,ME,Boston,MA,1065,3769,26,95,01/01/1994,448704,8293684,43.64619827,-70.30930328,42.36429977,-71.00520325
BNA,DTW,Nashville,TN,Detroit,MI,5925,10100,101,457,01/11/1994,1135689,8761684,36.12450027,-86.67819977,42.21239853,-83.35340118
RDU,ATL,Raleigh,NC,Atlanta,GA,238,650,13,356,01/02/2008,1090408,5385586,35.87760162,-78.78749847,33.63669968,-84.42810059
LGA,TPA,New York,NY,Tampa,FL,612,709,5,1011,01/08/1996,34380072,2195269,40.77719879,-73.87259674,27.97550011,-82.53320313
CVG,ORD,Cincinnati,OH,Chicago,IL,1254,1520,38,264,01/10/2004,2083905,18664180,39.04880142,-84.6678009,41.97859955,-87.90480042
EWR,ATL,Newark,NJ,Atlanta,GA,721,868,7,745,01/05/2002,18590085,4555490,40.69250107,-74.16870117,33.63669968,-84.42810059
ABQ,DAL,Albuquerque,NM,Dallas,TX,678,976,8,580,01/12/2002,753670,10953156,35.04019928,-106.6090012,32.8470993,-96.85179901
IAH,DTW,Houston,TX,Detroit,MI,536,620,5,1076,01/11/2001,4851189,8958464,29.9843998,-95.34140015,42.21239853,-83.35340118
LFT,ATL,Lafayette,LA,Atlanta,GA,3,30,1,503,01/09/1999,235048,3988728,30.20529938,-91.98760223,33.63669968,-84.42810059
DTW,TPA,Detroit,MI,Tampa,FL,9741,10226,70,983,01/03/1996,8912962,2195269,42.21239853,-83.35340118,27.97550011,-82.53320313
CAE,TPA,Columbia,SC,Tampa,FL,848,2800,56,420,01/11/2004,685098,2578104,33.93880081,-81.11949921,27.97550011,-82.53320313
LAS,ELP,Las Vegas,NV,El Paso,TX,2213,2806,23,584,01/10/2000,1393370,680942,36.08010101,-115.1520004,31.80719948,-106.3779984
JFK,MIA,New York,NY,Miami,FL,150,210,1,1090,01/01/1992,33861848,8451688,40.63980103,-73.77890015,25.79319954,-80.29060364
SEA,DTW,Seattle,WA,Detroit,MI,6626,9055,32,1927,01/10/1999,5900502,8962394,47.44900131,-122.3089981,42.21239853,-83.35340118
LGA,BUF,New York,NY,Buffalo,NY,279,756,6,292,01/11/2001,36980058,1163528,40.77719879,-73.87259674,42.94049835,-78.73220062
MSN,ORD,Madison,WI,Chicago,IL,75,102,3,109,01/06/1997,494666,17405264,43.13990021,-89.33750153,41.97859955,-87.90480042
LRD,DFW,Laredo,TX,Dallas,TX,66,132,3,394,01/01/2008,235937,12602170,27.54380035,-99.46160126,32.89680099,-97.03800201
FLL,TPA,Fort Lauderdale,FL,Tampa,FL,64,100,2,197,01/02/2006,5466743,2684639,26.07259941,-80.15270233,27.97550011,-82.53320313
MEM,ATL,Memphis,TN,Atlanta,GA,6122,8940,60,332,01/10/1995,1126769,3548667,35.04240036,-89.97669983,33.63669968,-84.42810059
BWI,ORD,Baltimore,MD,Chicago,IL,4637,6400,50,621,01/09/1990,2389165,16395048,39.17539978,-76.66829681,41.97859955,-87.90480042
MKE,ORD,Milwaukee,WI,Chicago,IL,3824,5150,103,67,01/04/2004,1533932,18664180,42.94720078,-87.89659882,41.97859955,-87.90480042
BOS,TOL,Boston,MA,Toledo,OH,0,0,1,660,01/08/2007,9007842,675351,42.36429977,-71.00520325,41.58679962,-83.80780029
FAY,ATL,Fayetteville,NC,Atlanta,GA,1546,3900,78,331,01/10/1998,314572,3872031,34.99119949,-78.88030243,33.63669968,-84.42810059
EWR,DTW,Newark,NJ,Detroit,MI,0,0,17,487,01/11/2007,18901167,8913164,40.69250107,-74.16870117,42.21239853,-83.35340118
CMH,DTW,Columbus,OH,Detroit,MI,3946,5850,75,155,01/09/1996,1509212,8912962,39.9980011,-82.89189911,42.21239853,-83.35340118
ILN,BUF,Wilmington,OH,Buffalo,NY,0,0,4,357,01/01/2007,42990,1125965,39.42789841,-83.792099,42.94049835,-78.73220062
YIP,OMA,Detroit,MI,Omaha,NE,0,0,2,641,01/08/2005,8988796,810493,42.23789978,-83.53040314,41.30319977,-95.89409637
OMA,ORD,Omaha,NE,Chicago,IL,2718,3270,30,416,01/11/2006,820051,18797710,41.30319977,-95.89409637,41.97859955,-87.90480042
DCA,DTW,Washington,DC,Detroit,MI,11762,19650,131,405,01/11/1991,8369110,8578382,38.8521,-77.037697,42.21239853,-83.35340118
SFO,BOS,San Francisco,CA,Boston,MA,3364,6512,37,2704,01/04/2003,8306286,8916374,37.61899948,-122.375,42.36429977,-71.00520325
OMA,LRD,Omaha,NE,Laredo,TX,155,346,2,970,01/10/2000,769117,194523,41.30319977,-95.89409637,27.54380035,-99.46160126
ATL,TPA,Atlanta,GA,Tampa,FL,14628,22066,118,406,01/05/1991,3163883,2098618,33.63669968,-84.42810059,27.97550011,-82.53320313
PDX,OMA,Portland,OR,Omaha,NE,106,183,1,1369,01/07/1997,1800340,736106,45.58869934,-122.5979996,41.30319977,-95.89409637
SAT,DTW,San Antonio,TX,Detroit,MI,392,444,3,1215,01/08/2003,1808267,8985512,29.53370094,-98.46980286,42.21239853,-83.35340118
JAN,ATL,Jackson,MS,Atlanta,GA,2314,3220,46,341,01/10/2009,540866,5475213,32.31119919,-90.07589722,33.63669968,-84.42810059
JFK,MIA,New York,NY,Miami,FL,209,465,3,1090,01/05/2002,37180170,10425204,40.63980103,-73.77890015,25.79319954,-80.29060364
DAY,BOS,Dayton,OH,Boston,MA,778,949,19,709,01/03/2007,839563,9007842,39.90240097,-84.2193985,42.36429977,-71.00520325
LAS,ALB,Las Vegas,NV,Albany,NY,4107,4384,32,2237,01/07/2006,1778129,850541,36.08010101,-115.1520004,42.74829865,-73.80169678
BDL,EWR,Hartford,CT,Newark,NJ,799,3067,22,115,01/06/1994,1113181,17072218,41.93889999,-72.68319702,40.69250107,-74.16870117
ATL,DTW,Atlanta,GA,Detroit,MI,2354,2960,20,594,01/03/2005,4947012,8988796,33.63669968,-84.42810059,42.21239853,-83.35340118
CAE,ATL,Columbia,SC,Atlanta,GA,0,0,18,191,01/07/2008,732558,5385586,33.93880081,-81.11949921,33.63669968,-84.42810059
FLL,ATL,Fort Lauderdale,FL,Atlanta,GA,341,356,4,581,01/04/1996,4543436,3652439,26.07259941,-80.15270233,33.63669968,-84.42810059
SLC,ORD,Salt Lake City,UT,Chicago,IL,1349,5797,31,1249,01/01/1992,811613,16720340,40.78839874,-111.9779968,41.97859955,-87.90480042
ATL,MIA,Atlanta,GA,Miami,FL,108,142,1,595,01/12/2002,4555490,10425204,33.63669968,-84.42810059,25.79319954,-80.29060364
MOB,DFW,Mobile,AL,Dallas,TX,2422,3550,25,540,01/12/1998,398886,9475022,30.69120026,-88.24279785,32.89680099,-97.03800201
EWR,DTW,Newark,NJ,Detroit,MI,6275,8168,55,487,01/06/2000,18352743,8914942,40.69250107,-74.16870117,42.21239853,-83.35340118
MCI,OMA,Kansas City,MO,Omaha,NE,37,50,1,152,01/07/2007,2011857,829183,39.2976,-94.713898,41.30319977,-95.89409637
CLE,ORD,Cleveland,OH,Chicago,IL,4732,10864,56,316,01/05/1991,2113056,16550288,41.4117012,-81.84980011,41.97859955,-87.90480042
FLL,TPA,Fort Lauderdale,FL,Tampa,FL,577,4440,30,197,01/06/1991,4156265,2098618,26.07259941,-80.15270233,27.97550011,-82.53320313
DFW,BOS,Dallas,TX,Boston,MA,12102,17465,123,1562,01/07/1993,8450926,8260582,32.89680099,-97.03800201,42.36429977,-71.00520325
GRB,DTW,Green Bay,WI,Detroit,MI,2627,5600,56,288,01/06/1990,244484,8503650,44.48509979,-88.12960052,42.21239853,-83.35340118
RDU,ALB,Raleigh,NC,Albany,NY,2928,4500,30,544,01/03/1991,564631,817567,35.87760162,-78.78749847,42.74829865,-73.80169678
ATL,DTW,Atlanta,GA,Detroit,MI,3238,4023,27,594,01/04/1997,3756986,8934802,33.63669968,-84.42810059,42.21239853,-83.35340118
PBI,EWR,West Palm Beach,FL,Newark,NJ,3531,5250,30,1024,01/09/2008,5501752,18968501,26.68320084,-80.09559631,40.69250107,-74.16870117
EWR,DTW,Newark,NJ,Detroit,MI,0,0,14,487,01/02/2007,18901167,8913164,40.69250107,-74.16870117,42.21239853,-83.35340118
LIT,DFW,Little Rock,AR,Dallas,TX,11630,14560,208,304,01/09/2007,666490,12313304,34.72940063,-92.22429657,32.89680099,-97.03800201
ATL,MIA,Atlanta,GA,Miami,FL,20862,30240,120,595,01/03/1994,3444861,8746902,33.63669968,-84.42810059,25.79319954,-80.29060364
IND,DTW,Indianapolis,IN,Detroit,MI,187,312,4,231,01/04/1991,1319140,8578382,39.7173,-86.294403,42.21239853,-83.35340118
CLT,BUF,Charlotte,NC,Buffalo,NY,6359,7488,52,546,01/12/2003,1436890,1154212,35.2140007,-80.94309998,42.94049835,-78.73220062
LAS,ATL,Las Vegas,NV,Atlanta,GA,1059,2556,16,1747,01/05/1997,1105005,3756986,36.08010101,-115.1520004,33.63669968,-84.42810059
BWI,ATL,Baltimore,MD,Atlanta,GA,672,1500,30,576,01/08/2005,2649586,4947012,39.17539978,-76.66829681,33.63669968,-84.42810059
ACY,ERI,Atlantic City,NJ,Erie,PA,210,246,2,345,01/04/2008,270609,279647,39.45759964,-74.57720184,42.08312701,-80.17386675
CLE,DTW,Cleveland,OH,Detroit,MI,81,97,1,95,01/05/1999,2117837,8962394,41.4117012,-81.84980011,42.21239853,-83.35340118
DFW,MLU,Dallas,TX,Monroe,LA,26,46,1,293,01/04/1994,8613622,167160,32.89680099,-97.03800201,32.51089859,-92.03769684
RIC,ATL,Richmond,VA,Atlanta,GA,132,185,1,481,01/01/1990,953666,3087755,37.50519943,-77.31970215,33.63669968,-84.42810059
TPA,EWR,Tampa,FL,Newark,NJ,2790,3100,25,998,01/01/2008,2730007,18968501,27.97550011,-82.53320313,40.69250107,-74.16870117
PDX,ATL,Portland,OR,Atlanta,GA,3864,5712,28,2172,01/01/2000,1936108,4281905,45.58869934,-122.5979996,33.63669968,-84.42810059
DFW,DTW,Dallas,TX,Detroit,MI,40,149,1,987,01/06/2002,10953156,8972134,32.89680099,-97.03800201,42.21239853,-83.35340118
DTW,AUS,Detroit,MI,Austin,TX,1194,1356,30,1149,01/07/2005,8988796,1464309,42.21239853,-83.35340118,30.19449997,-97.66989899
HNL,ITO,Honolulu,HI,Hilo,HI,0,0,4,216,01/03/2004,894406,160170,21.31870079,-157.9219971,19.72139931,-155.0480042
MHT,MDW,Manchester,NH,Chicago,IL,641,959,7,838,01/05/2002,390921,18490270,42.93259811,-71.43569946,41.7859993,-87.75240326
TVC,ORD,Traverse City,MI,Chicago,IL,1933,2050,31,224,01/08/2005,139881,18724160,44.74140167,-85.5821991,41.97859955,-87.90480042
IAD,ATL,Washington,DC,Atlanta,GA,86,149,1,533,01/09/1993,8575206,3339551,38.94449997,-77.45580292,33.63669968,-84.42810059
STL,DTW,St. Louis,MO,Detroit,MI,6712,8870,73,440,01/06/1995,2634959,8837982,38.74869919,-90.37000275,42.21239853,-83.35340118
ALO,DBQ,Waterloo,IA,Dubuque,IA,0,68,2,87,01/01/2001,163342,88998,42.55709839,-92.40029907,42.40200043,-90.70950317
AUS,DFW,Austin,TX,Dallas,TX,2818,3584,28,183,01/06/1998,1104612,9475022,30.19449997,-97.66989899,32.89680099,-97.03800201
LIT,DAL,Little Rock,AR,Dallas,TX,5240,6466,53,296,01/10/2007,666490,12313304,34.72940063,-92.22429657,32.8470993,-96.85179901
FMN,GUP,Farmington,NM,Gallup,NM,187,893,47,90,01/01/2008,122407,70423,36.74119949,-108.2300034,35.51110077,-108.7890015
ABE,ATL,Allentown,PA,Atlanta,GA,2383,2950,59,692,01/04/2009,816012,5475213,40.65209961,-75.44080353,33.63669968,-84.42810059
JAN,ATL,Jackson,MS,Atlanta,GA,609,3103,29,341,01/08/1991,451001,3163883,32.31119919,-90.07589722,33.63669968,-84.42810059
RDU,ORD,Raleigh,NC,Chicago,IL,294,300,6,647,01/12/2008,1090408,19031272,35.87760162,-78.78749847,41.97859955,-87.90480042
OMA,ATL,Omaha,NE,Atlanta,GA,3830,6527,61,821,01/05/1990,687569,3087755,41.30319977,-95.89409637,33.63669968,-84.42810059
BGR,EWR,Bangor,ME,Newark,NJ,1568,2650,53,393,01/11/2008,149268,18968501,44.80739975,-68.82810211,40.69250107,-74.16870117
PDX,EWR,Portland,OR,Newark,NJ,1547,2108,17,2433,01/02/2005,2084053,18798114,45.58869934,-122.5979996,40.69250107,-74.16870117
SEA,EWR,Seattle,WA,Newark,NJ,2808,5307,29,2401,01/01/1996,5621538,17190036,47.44900131,-122.3089981,40.69250107,-74.16870117
ELP,EKO,El Paso,TX,Elko,NV,106,122,1,813,01/05/2002,688771,45640,31.80719948,-106.3779984,40.82490158,-115.7919998
PHX,EWR,Phoenix,AZ,Newark,NJ,430,624,6,2133,01/09/1997,2841395,17264316,33.43429947,-112.012001,40.69250107,-74.16870117
CMH,MDW,Columbus,OH,Chicago,IL,14478,19591,143,284,01/06/2005,1714463,18724160,39.9980011,-82.89189911,41.7859993,-87.75240326
LGA,ORD,New York,NY,Chicago,IL,3588,4680,45,733,01/09/2000,36705486,18235464,40.77719879,-73.87259674,41.97859955,-87.90480042
MSN,ORD,Madison,WI,Chicago,IL,1720,2200,50,109,01/09/2004,533567,18664180,43.13990021,-89.33750153,41.97859955,-87.90480042
MDT,DTW,Harrisburg,PA,Detroit,MI,1113,2297,19,370,01/01/1995,494344,8837982,40.19350052,-76.76339722,42.21239853,-83.35340118
ILM,ATL,Wilmington,NC,Atlanta,GA,3055,7170,239,377,01/08/1993,219647,3339551,34.27059937,-77.90260315,33.63669968,-84.42810059
MEM,ORD,Memphis,TN,Chicago,IL,3875,5940,90,491,01/11/2008,1298529,19031272,35.04240036,-89.97669983,41.97859955,-87.90480042
ORD,ATL,Chicago,IL,Atlanta,GA,913,1632,13,606,01/02/2000,18235464,4281905,41.97859955,-87.90480042,33.63669968,-84.42810059
HNL,ORD,Honolulu,HI,Chicago,IL,6111,6431,31,4243,01/03/2003,888026,18572324,21.31870079,-157.9219971,41.97859955,-87.90480042
OKC,OMA,Oklahoma City,OK,Omaha,NE,22,44,1,418,01/07/2003,1131487,790535,35.39310074,-97.60070038,41.30319977,-95.89409637
JFK,ATL,New York,NY,Atlanta,GA,0,0,4,760,01/11/2000,36705486,4281905,40.63980103,-73.77890015,33.63669968,-84.42810059
PHX,TPA,Phoenix,AZ,Tampa,FL,7221,8850,59,1788,01/11/2003,3600163,2522780,33.43429947,-112.012001,27.97550011,-82.53320313
