S.no,Report_Month,Customer_Segment,Product_Type,Total_Revenue,Expected_Provision_Rate,Calculated_Provision_Amount,Net_Revenue
14563,2024-01,Enterprise,Service_A,27128.86,0.01,135.64,26993.22
14564,2024-03,SMB,AddOn_D,9668.88,0.03,309.40,9359.48
14565,2024-11,Retail,AddOn_D,4837.54,0.04,174.15,4663.39
14566,2024-05,SMB,Service_A,8784.59,0.02,184.48,8600.11
14567,2024-06,Retail,Subscription_C,2159.99,0.05,105.84,2054.15
14568,2024-05,Enterprise,Subscription_C,20311.99,0.01,142.18,20169.81
14569,2024-01,SMB,Subscription_C,7521.32,0.02,172.99,7348.33
14570,2024-01,SMB,Product_B,9566.06,0.02,172.19,9393.87
14571,2024-08,SMB,Service_A,10135.59,0.03,324.34,9811.25
14572,2024-11,Retail,Product_B,4964.84,0.04,203.56,4761.28
14573,2024-07,Enterprise,Product_B,22078.95,0.01,287.03,21791.92
14574,2024-10,Enterprise,Service_A,25713.11,0.01,231.42,25481.69
14575,2024-07,Retail,Service_A,2354.54,0.04,89.47,2265.07
14576,2024-08,Enterprise,Service_A,21324.80,0.02,319.87,21004.93
14577,2024-03,Enterprise,AddOn_D,19799.59,0.01,158.40,19641.19
14578,2024-03,Retail,Product_B,2853.22,0.05,134.10,2719.12
14579,2024-06,Enterprise,Product_B,26815.45,0.01,187.71,26627.74
14580,2024-06,Enterprise,Service_A,17030.60,0.01,204.37,16826.23
14581,2024-10,Enterprise,Product_B,22329.60,0.01,312.61,22016.99
14582,2024-09,Enterprise,Subscription_C,23017.89,0.01,230.18,22787.71
14583,2024-03,Retail,AddOn_D,1387.60,0.05,72.16,1315.44
14584,2024-08,Enterprise,AddOn_D,19100.31,0.02,286.50,18813.81
14585,2024-01,Enterprise,Subscription_C,19925.63,0.01,179.33,19746.30
14586,2024-08,Enterprise,AddOn_D,25729.43,0.01,180.11,25549.32
14587,2024-03,Retail,Product_B,2641.87,0.05,137.38,2504.49
14588,2024-03,Retail,AddOn_D,3388.97,0.05,172.84,3216.13
14589,2024-06,SMB,Subscription_C,14121.02,0.03,353.03,13767.99
14590,2024-10,Retail,Subscription_C,3795.83,0.05,186.00,3609.83
14591,2024-01,SMB,Subscription_C,10597.67,0.02,243.75,10353.92
14592,2024-03,Enterprise,Service_A,24620.70,0.01,295.45,24325.25
14593,2024-05,Retail,Subscription_C,2965.33,0.05,154.20,2811.13
14594,2024-04,Enterprise,AddOn_D,22488.10,0.01,134.93,22353.17
14595,2024-07,Enterprise,Service_A,23416.18,0.01,234.16,23182.02
14596,2024-10,Enterprise,Product_B,16883.57,0.01,118.18,16765.39
14597,2024-11,Retail,Subscription_C,2188.93,0.05,107.26,2081.67
14598,2024-11,Retail,Product_B,4068.76,0.05,215.64,3853.12
14599,2024-03,Retail,AddOn_D,2196.51,0.05,105.43,2091.08
14600,2024-08,Retail,Service_A,3386.62,0.05,155.78,3230.84
14601,2024-03,Retail,Service_A,3983.99,0.05,191.23,3792.76
14602,2024-11,Enterprise,AddOn_D,21874.34,0.01,131.25,21743.09
14603,2024-04,Retail,Service_A,1177.83,0.04,45.94,1131.89
14604,2024-05,SMB,AddOn_D,8758.08,0.02,192.68,8565.40
14605,2024-05,Retail,AddOn_D,1523.46,0.05,71.60,1451.86
14606,2024-10,Retail,Subscription_C,4922.84,0.04,211.68,4711.16
14607,2024-11,Enterprise,Product_B,29987.51,0.01,179.93,29807.58
14608,2024-01,Enterprise,AddOn_D,20931.46,0.01,251.18,20680.28
14609,2024-10,Enterprise,Service_A,29730.06,0.01,416.22,29313.84
14610,2024-05,Enterprise,AddOn_D,19401.75,0.02,291.03,19110.72
14611,2024-08,Enterprise,Service_A,18830.06,0.01,225.96,18604.10
14612,2024-06,Retail,AddOn_D,3175.55,0.05,165.13,3010.42
14613,2024-06,Retail,Service_A,2330.31,0.05,107.19,2223.12
14614,2024-04,SMB,Service_A,8488.61,0.02,144.31,8344.30
14615,2024-04,SMB,Subscription_C,8401.72,0.02,134.43,8267.29
14616,2024-03,Enterprise,Subscription_C,24802.69,0.01,297.63,24505.06
14617,2024-04,SMB,AddOn_D,7943.27,0.03,198.58,7744.69
14618,2024-11,SMB,AddOn_D,7883.35,0.03,252.27,7631.08
14619,2024-01,SMB,Subscription_C,11487.43,0.03,298.67,11188.76
14620,2024-06,Enterprise,Subscription_C,20833.31,0.01,229.17,20604.14
14621,2024-04,Enterprise,Product_B,22985.36,0.01,321.80,22663.56
14622,2024-07,Enterprise,Subscription_C,16333.68,0.01,212.34,16121.34
14623,2024-05,Enterprise,Subscription_C,15839.41,0.01,79.20,15760.21
14624,2024-06,SMB,AddOn_D,14052.56,0.03,351.31,13701.25
14625,2024-06,SMB,Subscription_C,10417.23,0.03,302.10,10115.13
14626,2024-06,Retail,Service_A,2870.05,0.05,140.63,2729.42
14627,2024-10,Enterprise,Product_B,15882.20,0.01,95.29,15786.91
14628,2024-08,Enterprise,AddOn_D,19557.22,0.01,273.80,19283.42
14629,2024-03,Enterprise,AddOn_D,23694.02,0.01,213.25,23480.77
14630,2024-08,SMB,Product_B,6587.25,0.03,210.79,6376.46
14631,2024-08,SMB,AddOn_D,9747.98,0.02,204.71,9543.27
14632,2024-05,SMB,Product_B,7544.66,0.03,211.25,7333.41
14633,2024-06,Enterprise,Subscription_C,26054.45,0.01,312.65,25741.80
14634,2024-01,Retail,Subscription_C,3441.31,0.04,147.98,3293.33
14635,2024-01,Enterprise,AddOn_D,15383.45,0.01,199.98,15183.47
14636,2024-05,Enterprise,Product_B,15904.68,0.01,174.95,15729.73
14637,2024-01,Retail,Subscription_C,1593.50,0.04,63.74,1529.76
14638,2024-07,Enterprise,Subscription_C,16988.39,0.01,101.93,16886.46
14639,2024-03,Retail,AddOn_D,3439.36,0.04,144.45,3294.91
14640,2024-07,Retail,Subscription_C,3943.20,0.04,141.96,3801.24
14641,2024-10,Retail,AddOn_D,1696.09,0.04,62.76,1633.33
14642,2024-03,SMB,Subscription_C,6060.67,0.03,163.64,5897.03
14643,2024-03,Enterprise,Subscription_C,28626.67,0.01,200.39,28426.28
14644,2024-03,Enterprise,Service_A,15718.06,0.01,94.31,15623.75
14645,2024-03,Retail,AddOn_D,4253.01,0.04,174.37,4078.64
14646,2024-05,Retail,AddOn_D,3500.11,0.04,133.00,3367.11
14647,2024-01,SMB,AddOn_D,6275.02,0.02,131.78,6143.24
14648,2024-05,Retail,AddOn_D,2743.04,0.05,139.90,2603.14
14649,2024-06,Enterprise,Subscription_C,26115.91,0.01,235.04,25880.87
14650,2024-03,Retail,Service_A,1758.28,0.04,75.61,1682.67
14651,2024-06,SMB,Subscription_C,13197.22,0.03,356.32,12840.90
14652,2024-11,SMB,Subscription_C,8694.25,0.03,252.13,8442.12
14653,2024-03,Enterprise,Service_A,22859.81,0.01,228.60,22631.21
14654,2024-01,Enterprise,Service_A,21656.70,0.01,194.91,21461.79
14655,2024-07,SMB,Service_A,10829.85,0.03,368.21,10461.64
14656,2024-01,SMB,AddOn_D,6876.49,0.03,178.79,6697.70
14657,2024-01,Enterprise,AddOn_D,18530.05,0.01,129.71,18400.34
14658,2024-05,Retail,Service_A,1284.63,0.05,59.09,1225.54
14659,2024-03,Retail,Product_B,2289.08,0.04,89.27,2199.81
14660,2024-10,SMB,Product_B,14647.64,0.03,454.08,14193.56
14661,2024-05,Retail,Product_B,1684.73,0.05,79.18,1605.55
14662,2024-08,SMB,AddOn_D,8071.83,0.02,177.58,7894.25
14663,2024-05,Enterprise,Service_A,25879.84,0.01,129.40,25750.44
14664,2024-01,Retail,AddOn_D,2147.68,0.04,94.50,2053.18
14665,2024-11,Retail,Service_A,1872.24,0.04,67.40,1804.84
14666,2024-10,Enterprise,Subscription_C,20547.84,0.01,267.12,20280.72
14667,2024-03,Enterprise,AddOn_D,15729.34,0.01,110.11,15619.23
14668,2024-05,Retail,Subscription_C,3457.52,0.04,127.93,3329.59
14669,2024-03,SMB,Service_A,5267.52,0.03,147.49,5120.03
14670,2024-04,SMB,Subscription_C,12844.17,0.03,436.70,12407.47
14671,2024-06,Enterprise,Service_A,27201.44,0.01,353.62,26847.82
14672,2024-03,SMB,Product_B,5420.80,0.02,97.57,5323.23
14673,2024-03,Enterprise,Service_A,23388.71,0.01,304.05,23084.66
14674,2024-05,Retail,Service_A,2147.81,0.05,113.83,2033.98
14675,2024-08,Retail,Product_B,3602.48,0.04,133.29,3469.19
14676,2024-08,Enterprise,Product_B,26136.25,0.01,365.91,25770.34
14677,2024-04,SMB,Service_A,8292.51,0.03,240.48,8052.03
14678,2024-03,Enterprise,Service_A,19918.24,0.01,199.18,19719.06
14679,2024-07,SMB,Subscription_C,8675.24,0.02,208.21,8467.03
14680,2024-08,SMB,Subscription_C,12047.49,0.02,216.85,11830.64
14681,2024-03,Retail,Product_B,3880.26,0.04,147.45,3732.81
14682,2024-11,Enterprise,Service_A,20729.51,0.01,124.38,20605.13
14683,2024-05,Enterprise,Subscription_C,19708.43,0.02,295.63,19412.80
14684,2024-05,Retail,Product_B,4836.73,0.04,212.82,4623.91
14685,2024-03,Enterprise,AddOn_D,25226.13,0.01,252.26,24973.87
14686,2024-09,Retail,Subscription_C,4192.39,0.05,226.39,3966.00
14687,2024-01,SMB,Subscription_C,8073.63,0.02,169.55,7904.08
14688,2024-01,Retail,AddOn_D,4733.88,0.05,236.69,4497.19
14689,2024-08,Retail,Service_A,3783.44,0.04,151.34,3632.10
14690,2024-04,Retail,AddOn_D,1243.92,0.05,60.95,1182.97
14691,2024-01,Enterprise,Product_B,29418.74,0.01,294.19,29124.55
14692,2024-07,Enterprise,Product_B,21477.95,0.01,300.69,21177.26
14693,2024-03,Retail,Product_B,3330.89,0.04,126.57,3204.32
14694,2024-04,SMB,Service_A,6966.20,0.02,160.22,6805.98
14695,2024-01,SMB,Subscription_C,8813.27,0.02,141.01,8672.26
14696,2024-07,Enterprise,Product_B,20196.74,0.01,121.18,20075.56
14697,2024-01,Retail,Service_A,4519.89,0.05,225.99,4293.90
14698,2024-08,Retail,Subscription_C,1377.13,0.05,64.73,1312.40
14699,2024-01,SMB,Service_A,7827.64,0.03,242.66,7584.98
14700,2024-03,SMB,AddOn_D,14300.66,0.03,486.22,13814.44
14701,2024-10,Retail,Service_A,4061.68,0.04,154.34,3907.34
14702,2024-08,Enterprise,AddOn_D,17579.33,0.01,87.90,17491.43
14703,2024-06,SMB,Service_A,9500.51,0.03,237.51,9263.00
14704,2024-04,Retail,Product_B,4813.89,0.05,235.88,4578.01
14705,2024-11,SMB,AddOn_D,6675.79,0.02,126.84,6548.95
14706,2024-03,Retail,Service_A,1599.05,0.04,60.76,1538.29
14707,2024-07,Retail,Product_B,2893.46,0.04,101.27,2792.19
14708,2024-04,SMB,Product_B,14808.25,0.03,385.01,14423.24
14709,2024-07,SMB,Product_B,12917.65,0.02,232.52,12685.13
14710,2024-01,Retail,AddOn_D,1222.16,0.05,57.44,1164.72
14711,2024-01,Enterprise,Service_A,19629.16,0.01,196.29,19432.87
14712,2024-05,SMB,Product_B,14042.92,0.03,477.46,13565.46
14713,2024-09,SMB,Service_A,8944.53,0.02,178.89,8765.64
14714,2024-06,Enterprise,AddOn_D,27846.43,0.02,417.70,27428.73
14715,2024-04,Enterprise,AddOn_D,27578.31,0.01,358.52,27219.79
14716,2024-03,Enterprise,Product_B,18245.33,0.01,182.45,18062.88
14717,2024-10,Retail,Service_A,1196.37,0.05,63.41,1132.96
14718,2024-10,Enterprise,AddOn_D,24007.37,0.02,360.11,23647.26
14719,2024-11,Enterprise,Subscription_C,15749.45,0.01,94.50,15654.95
14720,2024-05,SMB,Subscription_C,8416.79,0.02,151.50,8265.29
14721,2024-04,Retail,AddOn_D,2431.24,0.05,126.42,2304.82
14722,2024-03,Enterprise,Product_B,22030.66,0.01,110.15,21920.51
14723,2024-01,Enterprise,AddOn_D,24513.20,0.01,269.65,24243.55
14724,2024-10,Retail,Service_A,4524.97,0.04,162.90,4362.07
14725,2024-03,Retail,AddOn_D,2723.60,0.04,119.84,2603.76
14726,2024-07,Retail,Product_B,2864.43,0.04,114.58,2749.85
14727,2024-09,SMB,Product_B,14927.18,0.03,477.67,14449.51
14728,2024-03,Enterprise,Service_A,19373.83,0.01,251.86,19121.97
14729,2024-07,SMB,AddOn_D,7739.88,0.03,263.16,7476.72
14730,2024-03,Enterprise,Service_A,16560.44,0.01,115.92,16444.52
14731,2024-09,Retail,Service_A,3366.05,0.05,164.94,3201.11
14732,2024-03,Enterprise,AddOn_D,29869.20,0.01,358.43,29510.77
14733,2024-06,Enterprise,AddOn_D,19631.77,0.01,137.42,19494.35
14734,2024-01,Retail,Service_A,2778.66,0.04,119.48,2659.18
14735,2024-04,Enterprise,AddOn_D,16190.78,0.01,226.67,15964.11
14736,2024-08,Enterprise,AddOn_D,18439.36,0.01,165.95,18273.41
14737,2024-10,Enterprise,Service_A,17007.63,0.01,102.05,16905.58
14738,2024-10,Enterprise,Subscription_C,28952.40,0.01,231.62,28720.78
14739,2024-03,Enterprise,AddOn_D,17699.11,0.01,123.89,17575.22
14740,2024-11,SMB,Subscription_C,6083.54,0.02,109.50,5974.04
14741,2024-08,Enterprise,Service_A,26969.52,0.01,134.85,26834.67
14742,2024-10,Enterprise,Service_A,27692.11,0.01,276.92,27415.19
14743,2024-04,Enterprise,Service_A,21233.39,0.01,191.10,21042.29
14744,2024-10,Retail,AddOn_D,2018.42,0.05,108.99,1909.43
14745,2024-07,SMB,Product_B,6490.67,0.03,168.76,6321.91
14746,2024-03,Retail,Service_A,3624.58,0.04,144.98,3479.60
14747,2024-08,SMB,Service_A,8359.40,0.03,225.70,8133.70
14748,2024-03,Enterprise,AddOn_D,20643.96,0.02,309.66,20334.30
14749,2024-01,Enterprise,Service_A,23114.11,0.01,208.03,22906.08
14750,2024-01,Retail,Product_B,1745.41,0.04,76.80,1668.61
14751,2024-06,Retail,Product_B,2858.61,0.05,137.21,2721.40
14752,2024-01,Retail,Subscription_C,2961.69,0.05,148.08,2813.61
14753,2024-10,Retail,Product_B,2734.43,0.04,101.17,2633.26
14754,2024-03,Retail,AddOn_D,3168.47,0.04,139.41,3029.06
14755,2024-04,SMB,Service_A,5945.33,0.03,184.31,5761.02
14756,2024-03,Enterprise,Service_A,25261.18,0.01,176.83,25084.35
14757,2024-11,Enterprise,Product_B,17331.52,0.01,225.31,17106.21
14758,2024-07,Retail,AddOn_D,1412.68,0.05,66.40,1346.28
14759,2024-07,SMB,Product_B,14083.41,0.02,239.42,13843.99
14760,2024-06,Enterprise,AddOn_D,25954.58,0.01,233.59,25720.99
14761,2024-07,SMB,Product_B,13876.54,0.03,388.54,13488.00
14762,2024-04,SMB,Product_B,13074.30,0.03,366.08,12708.22
14763,2024-06,Enterprise,Service_A,23592.18,0.01,235.92,23356.26
14764,2024-05,SMB,Service_A,14231.06,0.02,227.70,14003.36
14765,2024-11,SMB,Product_B,6959.96,0.03,194.88,6765.08
14766,2024-06,Retail,Product_B,3380.74,0.05,158.89,3221.85
14767,2024-03,Retail,Product_B,4743.65,0.04,194.49,4549.16
14768,2024-07,Retail,Product_B,4987.75,0.05,269.34,4718.41
14769,2024-05,SMB,Service_A,5740.89,0.02,137.78,5603.11
14770,2024-01,Retail,AddOn_D,1670.11,0.05,76.83,1593.28
14771,2024-05,Enterprise,Subscription_C,28998.05,0.02,434.97,28563.08
14772,2024-01,Retail,Service_A,3418.35,0.05,153.83,3264.52
14773,2024-11,Retail,Service_A,1261.48,0.04,55.51,1205.97
14774,2024-05,SMB,Service_A,13510.20,0.03,391.80,13118.40
14775,2024-10,Retail,AddOn_D,3317.73,0.05,149.30,3168.43
14776,2024-01,Retail,Subscription_C,1366.21,0.04,56.01,1310.20
14777,2024-07,SMB,AddOn_D,9363.07,0.03,290.26,9072.81
14778,2024-03,Retail,AddOn_D,4090.98,0.05,192.28,3898.70
14779,2024-11,Enterprise,AddOn_D,21935.29,0.01,241.29,21694.00
14780,2024-03,Enterprise,AddOn_D,25122.83,0.01,351.72,24771.11
14781,2024-01,SMB,Service_A,5229.05,0.02,94.12,5134.93
14782,2024-06,Retail,Product_B,4674.36,0.05,219.69,4454.67
14783,2024-03,Retail,Subscription_C,3592.03,0.05,186.79,3405.24
14784,2024-10,Retail,AddOn_D,2297.85,0.04,80.42,2217.43
14785,2024-09,Retail,Subscription_C,2090.37,0.04,83.61,2006.76
14786,2024-09,Retail,Subscription_C,4368.59,0.04,161.64,4206.95
14787,2024-01,Enterprise,Service_A,17647.19,0.01,123.53,17523.66
14788,2024-01,SMB,Product_B,5267.16,0.03,168.55,5098.61
14789,2024-03,Enterprise,AddOn_D,16547.26,0.01,231.66,16315.60
14790,2024-04,SMB,AddOn_D,11142.61,0.03,378.85,10763.76
14791,2024-06,Retail,Subscription_C,4856.91,0.04,179.71,4677.20
14792,2024-11,Enterprise,Product_B,27945.74,0.01,139.73,27806.01
14793,2024-09,SMB,Product_B,9013.52,0.03,279.42,8734.10
14794,2024-11,Retail,Subscription_C,2910.47,0.04,116.42,2794.05
14795,2024-07,Retail,Subscription_C,2404.58,0.04,103.40,2301.18
14796,2024-01,Retail,Product_B,2446.85,0.05,127.24,2319.61
14797,2024-01,SMB,Service_A,11881.23,0.02,285.15,11596.08
14798,2024-09,SMB,AddOn_D,10919.03,0.03,283.89,10635.14
14799,2024-05,Retail,Subscription_C,3981.75,0.05,179.18,3802.57
14800,2024-09,Retail,AddOn_D,4649.63,0.04,181.34,4468.29
14801,2024-11,Enterprise,AddOn_D,22618.19,0.01,158.33,22459.86
14802,2024-10,Retail,Product_B,4990.12,0.06,274.46,4715.66
14803,2024-03,Enterprise,AddOn_D,19135.82,0.02,287.04,18848.78
14804,2024-09,Retail,Service_A,3107.56,0.04,127.41,2980.15
14805,2024-06,Retail,AddOn_D,2359.96,0.04,101.48,2258.48
14806,2024-07,Retail,AddOn_D,1768.52,0.04,76.05,1692.47
14807,2024-07,SMB,AddOn_D,8933.41,0.03,268.00,8665.41
14808,2024-01,Enterprise,Subscription_C,19929.51,0.01,179.37,19750.14
14809,2024-04,SMB,Service_A,13002.69,0.02,234.05,12768.64
14810,2024-11,Retail,Subscription_C,2347.86,0.04,91.57,2256.29
14811,2024-07,Retail,Service_A,2074.37,0.04,87.12,1987.25
14812,2024-06,SMB,Subscription_C,8838.02,0.03,282.82,8555.20
14813,2024-08,SMB,Subscription_C,14988.08,0.02,284.77,14703.31
14814,2024-04,Retail,AddOn_D,1908.13,0.04,83.96,1824.17
14815,2024-03,Enterprise,Product_B,29106.10,0.01,349.27,28756.83
14816,2024-01,Enterprise,Product_B,26629.03,0.01,292.92,26336.11
14817,2024-09,Retail,Product_B,3622.16,0.06,199.22,3422.94
14818,2024-07,SMB,Service_A,11749.19,0.02,176.24,11572.95
14819,2024-06,Enterprise,Product_B,28594.55,0.01,343.13,28251.42
14820,2024-10,Retail,Service_A,3370.31,0.04,117.96,3252.35
14821,2024-01,Enterprise,Product_B,15448.03,0.01,139.03,15309.00
14822,2024-09,Enterprise,AddOn_D,16974.24,0.01,203.69,16770.55
14823,2024-10,Retail,Product_B,3866.49,0.05,193.32,3673.17
14824,2024-03,Retail,Product_B,2666.08,0.05,133.30,2532.78
14825,2024-06,SMB,AddOn_D,14839.69,0.03,430.35,14409.34
14826,2024-06,SMB,Service_A,7369.24,0.03,228.45,7140.79
14827,2024-04,SMB,Product_B,7598.08,0.02,113.97,7484.11
14828,2024-06,Retail,Subscription_C,4065.59,0.05,182.95,3882.64
14829,2024-07,Enterprise,Subscription_C,28034.18,0.01,308.38,27725.80
14830,2024-08,SMB,AddOn_D,6658.51,0.03,166.46,6492.05
14831,2024-04,Retail,AddOn_D,2992.45,0.05,161.59,2830.86
14832,2024-06,SMB,Service_A,13599.82,0.03,448.79,13151.03
14833,2024-08,Retail,AddOn_D,4747.67,0.05,251.63,4496.04
14834,2024-04,Enterprise,Service_A,20686.62,0.01,165.49,20521.13
14835,2024-11,Enterprise,Service_A,18101.58,0.01,126.71,17974.87
14836,2024-03,SMB,AddOn_D,12509.21,0.03,412.80,12096.41
14837,2024-03,SMB,Subscription_C,14026.75,0.03,476.91,13549.84
14838,2024-06,Enterprise,Service_A,24452.26,0.01,268.97,24183.29
14839,2024-09,Enterprise,AddOn_D,15800.41,0.01,158.00,15642.41
14840,2024-01,Enterprise,Product_B,26145.35,0.01,261.45,25883.90
14841,2024-09,Retail,Product_B,3812.92,0.05,171.58,3641.34
14842,2024-09,Enterprise,Service_A,28043.04,0.01,140.22,27902.82
14843,2024-01,SMB,AddOn_D,12920.08,0.03,361.76,12558.32
14844,2024-11,Enterprise,Subscription_C,17726.06,0.01,212.71,17513.35
14845,2024-01,SMB,Subscription_C,7130.29,0.03,185.39,6944.90
14846,2024-11,Enterprise,AddOn_D,15862.55,0.01,111.04,15751.51
14847,2024-07,Enterprise,Service_A,18602.22,0.01,223.23,18378.99
14848,2024-01,SMB,Product_B,10249.82,0.03,286.99,9962.83
14849,2024-03,SMB,Product_B,10312.63,0.03,350.63,9962.00
14850,2024-05,Enterprise,AddOn_D,25892.55,0.01,129.46,25763.09
14851,2024-08,Enterprise,Product_B,27912.08,0.01,167.47,27744.61
14852,2024-01,SMB,Service_A,11782.65,0.03,341.70,11440.95
14853,2024-01,SMB,Product_B,12154.21,0.03,413.24,11740.97
14854,2024-09,Retail,AddOn_D,2512.72,0.04,103.02,2409.70
14855,2024-01,Retail,Product_B,4931.59,0.05,261.37,4670.22
14856,2024-08,Enterprise,AddOn_D,21990.39,0.01,197.91,21792.48
14857,2024-05,SMB,Service_A,7636.45,0.02,152.73,7483.72
14858,2024-01,SMB,AddOn_D,5970.61,0.02,107.47,5863.14
14859,2024-09,Retail,AddOn_D,1534.35,0.05,72.11,1462.24
14860,2024-05,SMB,Product_B,9424.83,0.02,169.65,9255.18
14861,2024-07,Enterprise,Service_A,16149.76,0.01,193.80,15955.96
14862,2024-11,Enterprise,AddOn_D,23158.07,0.01,254.74,22903.33
14863,2024-03,Enterprise,Service_A,21522.04,0.01,258.26,21263.78
14864,2024-03,Retail,Product_B,2376.38,0.05,111.69,2264.69
14865,2024-08,SMB,Subscription_C,10175.47,0.02,234.04,9941.43
14866,2024-04,Enterprise,AddOn_D,21407.37,0.01,149.85,21257.52
14867,2024-03,Retail,Subscription_C,2394.99,0.04,86.22,2308.77
14868,2024-08,SMB,Product_B,12398.44,0.03,421.55,11976.89
14869,2024-07,Enterprise,Service_A,24322.16,0.02,364.83,23957.33
14870,2024-05,Enterprise,Product_B,19018.08,0.01,266.25,18751.83
14871,2024-03,Retail,Service_A,4322.16,0.04,159.92,4162.24
14872,2024-05,Retail,AddOn_D,1168.50,0.04,43.23,1125.27
14873,2024-11,Enterprise,AddOn_D,20149.97,0.01,282.10,19867.87
14874,2024-10,Enterprise,Service_A,24157.19,0.01,265.73,23891.46
14875,2024-05,Retail,Product_B,1192.97,0.04,45.33,1147.64
14876,2024-11,SMB,Subscription_C,11542.83,0.02,253.94,11288.89
14877,2024-01,Enterprise,Service_A,26227.31,0.01,367.18,25860.13
14878,2024-09,Retail,Subscription_C,3047.76,0.04,112.77,2934.99
14879,2024-05,SMB,AddOn_D,7022.12,0.03,210.66,6811.46
14880,2024-03,Retail,Service_A,4975.17,0.04,194.03,4781.14
14881,2024-08,Retail,Service_A,4512.24,0.04,194.03,4318.21
14882,2024-01,SMB,AddOn_D,9572.67,0.03,258.46,9314.21
14883,2024-04,Retail,Subscription_C,2544.17,0.04,101.77,2442.40
14884,2024-04,Enterprise,Service_A,25221.85,0.01,201.77,25020.08
14885,2024-09,SMB,Subscription_C,9855.46,0.02,167.54,9687.92
14886,2024-08,Retail,Service_A,3449.02,0.05,182.80,3266.22
14887,2024-05,SMB,Service_A,13207.51,0.03,449.06,12758.45
14888,2024-07,Enterprise,AddOn_D,25696.16,0.01,359.75,25336.41
14889,2024-10,Enterprise,Subscription_C,29274.36,0.01,263.47,29010.89
14890,2024-08,Retail,AddOn_D,1242.25,0.06,68.32,1173.93
14891,2024-10,SMB,Product_B,7228.26,0.03,180.71,7047.55
14892,2024-03,Enterprise,Product_B,20773.50,0.01,249.28,20524.22
14893,2024-03,SMB,Service_A,13571.64,0.02,298.58,13273.06
14894,2024-07,SMB,Subscription_C,5444.96,0.03,141.57,5303.39
14895,2024-01,Enterprise,AddOn_D,18485.22,0.01,129.40,18355.82
14896,2024-01,Retail,Service_A,1247.87,0.04,47.42,1200.45
14897,2024-06,SMB,Subscription_C,12399.20,0.02,235.58,12163.62
14898,2024-06,Retail,Subscription_C,3098.13,0.06,170.40,2927.73
14899,2024-08,Retail,Service_A,4886.18,0.05,254.08,4632.10
14900,2024-03,Retail,AddOn_D,1421.67,0.05,76.77,1344.90
14901,2024-10,Enterprise,AddOn_D,26410.57,0.01,316.93,26093.64
14902,2024-11,Retail,Subscription_C,2383.25,0.05,114.40,2268.85
14903,2024-06,SMB,Service_A,14072.06,0.03,365.87,13706.19
14904,2024-04,Enterprise,Product_B,29155.33,0.01,262.40,28892.93
14905,2024-03,Retail,AddOn_D,3019.88,0.05,135.89,2883.99
14906,2024-01,Retail,Product_B,1174.10,0.04,42.27,1131.83
14907,2024-03,Retail,AddOn_D,3195.45,0.05,150.19,3045.26
14908,2024-07,Retail,Subscription_C,2854.75,0.05,145.59,2709.16
14909,2024-08,SMB,Subscription_C,9473.60,0.03,246.31,9227.29
14910,2024-09,Enterprise,AddOn_D,17936.35,0.01,107.62,17828.73
14911,2024-04,Enterprise,AddOn_D,26135.27,0.01,365.89,25769.38
14912,2024-01,Enterprise,Product_B,22363.34,0.01,290.72,22072.62
14913,2024-01,Enterprise,Subscription_C,17649.42,0.01,141.20,17508.22
14914,2024-03,SMB,Subscription_C,10948.70,0.03,295.61,10653.09
14915,2024-03,Retail,AddOn_D,2142.63,0.04,77.13,2065.50
14916,2024-08,SMB,Service_A,6605.58,0.02,145.32,6460.26
14917,2024-05,SMB,Service_A,6928.40,0.02,138.57,6789.83
14918,2024-05,Retail,Product_B,2469.55,0.05,128.42,2341.13
14919,2024-10,Retail,Subscription_C,3918.96,0.05,203.79,3715.17
14920,2024-10,Retail,Subscription_C,4842.69,0.04,169.49,4673.20
14921,2024-01,SMB,Product_B,13383.81,0.02,214.14,13169.67
14922,2024-03,Retail,Service_A,1959.90,0.05,105.83,1854.07
14923,2024-05,Retail,AddOn_D,4072.66,0.04,150.69,3921.97
14924,2024-01,Retail,Service_A,3312.15,0.05,149.05,3163.10
14925,2024-07,SMB,Subscription_C,5126.73,0.02,123.04,5003.69
14926,2024-11,Retail,AddOn_D,4172.62,0.05,196.11,3976.51
14927,2024-01,Enterprise,Subscription_C,23595.59,0.01,235.96,23359.63
14928,2024-10,Enterprise,Service_A,24492.30,0.01,342.89,24149.41
14929,2024-09,SMB,Product_B,10038.82,0.03,311.20,9727.62
14930,2024-03,SMB,Subscription_C,5289.28,0.02,121.65,5167.63
14931,2024-06,Retail,Service_A,1265.19,0.05,59.46,1205.73
14932,2024-11,Enterprise,Service_A,23649.02,0.01,165.54,23483.48
14933,2024-03,Enterprise,Service_A,15070.11,0.01,120.56,14949.55
14934,2024-10,Retail,AddOn_D,2972.40,0.05,151.59,2820.81
14935,2024-03,Retail,Service_A,4069.47,0.05,183.13,3886.34
14936,2024-10,SMB,Product_B,13525.47,0.02,229.93,13295.54
14937,2024-01,Retail,Subscription_C,1246.59,0.04,44.88,1201.71
14938,2024-11,Retail,Subscription_C,4749.76,0.05,232.74,4517.02
14939,2024-07,Enterprise,Product_B,22831.34,0.01,136.99,22694.35
14940,2024-07,Enterprise,Service_A,29429.31,0.01,264.86,29164.45
14941,2024-08,SMB,Product_B,11307.44,0.03,305.30,11002.14
