S.no,Report_Month,Customer_Segment,Product_Type,Total_Revenue,Expected_Provision_Rate,Calculated_Provision_Amount,Net_Revenue,report_date_clean,,,
13863,2024-07,SMB,Subscription_C,13237.05,0.03,344.16,12892.89,01/07/2024,,,
13864,2024-04,Enterprise,Subscription_C,24096.89,0.02,361.45,23735.44,01/04/2024,,,
13865,2024-01,SMB,AddOn_D,5406.6,0.03,145.98,5260.62,01/01/2024,,,
13866,2024-11,Retail,Product_B,2273.3,0.05,115.94,2157.36,01/11/2024,,,
13867,2024-08,Enterprise,Service_A,22923.08,0.01,206.31,22716.77,01/08/2024,,,
13868,2024-07,SMB,Subscription_C,13715.17,0.02,233.16,13482.01,01/07/2024,,,
13869,2024-09,Retail,Product_B,3712.3,0.04,137.36,3574.94,01/09/2024,,,
13870,2024-08,Enterprise,Subscription_C,29443.64,0.01,382.77,29060.87,01/08/2024,,,
13871,2024-06,SMB,AddOn_D,8135.68,0.03,268.48,7867.2,01/06/2024,,,
13872,2024-05,Enterprise,AddOn_D,29688.28,0.01,207.82,29480.46,01/05/2024,,,
13873,2024-10,Retail,Product_B,1796.05,0.04,64.66,1731.39,01/10/2024,,,
13874,2024-04,Retail,AddOn_D,3962.29,0.05,202.08,3760.21,01/04/2024,,,
13875,2024-08,Retail,AddOn_D,3980.62,0.05,179.13,3801.49,01/08/2024,,,
13876,2024-03,Enterprise,Service_A,21389.25,0.01,256.67,21132.58,01/03/2024,,,
13877,2024-03,Retail,Product_B,1584.17,0.05,82.38,1501.79,01/03/2024,,,
13878,2024-10,Retail,Service_A,2594.83,0.05,132.34,2462.49,01/10/2024,,,
13879,2024-01,Enterprise,Product_B,29244.18,0.01,409.42,28834.76,01/01/2024,,,
13880,2024-10,Enterprise,Subscription_C,23954.04,0.01,191.63,23762.41,01/10/2024,,,
13881,2024-08,SMB,AddOn_D,12714.82,0.02,254.3,12460.52,01/08/2024,,,
13882,2024-10,Enterprise,AddOn_D,22245.95,0.01,244.71,22001.24,01/10/2024,,,
13883,2024-11,SMB,Subscription_C,9753.32,0.03,282.85,9470.47,01/11/2024,,,
13884,2024-03,Retail,Subscription_C,3915.9,0.04,168.38,3747.52,01/03/2024,,,
13885,2024-03,Retail,AddOn_D,4859.15,0.04,208.94,4650.21,01/03/2024,,,
13886,2024-09,Retail,Product_B,1025.07,0.05,49.2,975.87,01/09/2024,,,
13887,2024-11,Enterprise,AddOn_D,17416.03,0.01,208.99,17207.04,01/11/2024,,,
13888,2024-10,SMB,Subscription_C,12772.06,0.02,306.53,12465.53,01/10/2024,,,
13889,2024-01,Retail,AddOn_D,4750.15,0.04,166.26,4583.89,01/01/2024,,,
13890,2024-09,SMB,Service_A,7696.21,0.03,253.97,7442.24,01/09/2024,,,
13891,2024-10,SMB,Subscription_C,5810.01,0.02,122.01,5688,01/10/2024,,,
13892,2024-05,SMB,Product_B,11711.02,0.02,281.06,11429.96,01/05/2024,,,
13893,2024-01,Retail,Subscription_C,1523.35,0.06,83.78,1439.57,01/01/2024,,,
13894,2024-06,Retail,Subscription_C,4087.49,0.04,179.85,3907.64,01/06/2024,,,
13895,2024-08,Enterprise,AddOn_D,28362.33,0.01,226.9,28135.43,01/08/2024,,,
13896,2024-01,Enterprise,Subscription_C,20770.95,0.01,145.4,20625.55,01/01/2024,,,
13897,2024-08,Enterprise,Product_B,15738.89,0.01,78.69,15660.2,01/08/2024,,,
13898,2024-09,Enterprise,AddOn_D,25332.93,0.01,253.33,25079.6,01/09/2024,,,
13899,2024-07,Retail,Service_A,4161.33,0.04,183.1,3978.23,01/07/2024,,,
13900,2024-01,Enterprise,AddOn_D,29901.62,0.01,179.41,29722.21,01/01/2024,,,
13901,2024-03,Retail,Product_B,1064.97,0.05,56.44,1008.53,01/03/2024,,,
13902,2024-06,SMB,Subscription_C,7349.01,0.02,110.24,7238.77,01/06/2024,,,
13903,2024-08,Retail,AddOn_D,4987.59,0.05,239.4,4748.19,01/08/2024,,,
13904,2024-01,Enterprise,AddOn_D,17239.29,0.01,206.87,17032.42,01/01/2024,,,
13905,2024-08,Enterprise,Product_B,17949.64,0.01,161.55,17788.09,01/08/2024,,,
13906,2024-08,Enterprise,Service_A,24502.63,0.01,318.53,24184.1,01/08/2024,,,
13907,2024-01,Enterprise,AddOn_D,22691.18,0.01,272.29,22418.89,01/01/2024,,,
13908,2024-10,Enterprise,Product_B,21474.21,0.01,300.64,21173.57,01/10/2024,,,
13909,2024-03,Enterprise,AddOn_D,29791.05,0.01,297.91,29493.14,01/03/2024,,,
13910,2024-03,SMB,Subscription_C,10118.42,0.03,252.96,9865.46,01/03/2024,,,
13911,2024-06,Enterprise,Product_B,23165.15,0.01,162.16,23002.99,01/06/2024,,,
13912,2024-01,SMB,Subscription_C,10910.51,0.02,207.3,10703.21,01/01/2024,,,
13913,2024-08,Enterprise,Service_A,26273.22,0.01,341.55,25931.67,01/08/2024,,,
13914,2024-01,Enterprise,AddOn_D,22091.98,0.01,198.83,21893.15,01/01/2024,,,
13915,2024-01,Retail,Subscription_C,1266.47,0.05,59.52,1206.95,01/01/2024,,,
13916,2024-05,SMB,Product_B,11511.36,0.02,207.2,11304.16,01/05/2024,,,
13917,2024-04,SMB,AddOn_D,8499.84,0.02,153,8346.84,01/04/2024,,,
13918,2024-03,SMB,Subscription_C,9557.57,0.03,267.61,9289.96,01/03/2024,,,
13919,2024-08,Enterprise,Service_A,21127.63,0.01,295.79,20831.84,01/08/2024,,,
13920,2024-09,Enterprise,Service_A,22806.11,0.01,273.67,22532.44,01/09/2024,,,
13921,2024-08,Enterprise,Service_A,18820.11,0.01,263.48,18556.63,01/08/2024,,,
13922,2024-01,Enterprise,Subscription_C,22927.75,0.01,137.57,22790.18,01/01/2024,,,
13923,2024-08,Retail,AddOn_D,4816,0.04,187.82,4628.18,01/08/2024,,,
13924,2024-09,Retail,AddOn_D,4207.3,0.05,201.95,4005.35,01/09/2024,,,
13925,2024-09,SMB,Subscription_C,10243.87,0.02,225.37,10018.5,01/09/2024,,,
13926,2024-04,SMB,AddOn_D,7537.2,0.03,195.97,7341.23,01/04/2024,,,
13927,2024-06,SMB,Subscription_C,5745.98,0.03,172.38,5573.6,01/06/2024,,,
13928,2024-11,SMB,Product_B,6871.93,0.03,206.16,6665.77,01/11/2024,,,
13929,2024-04,Retail,Service_A,1214.43,0.05,61.94,1152.49,01/04/2024,,,
13930,2024-03,SMB,Subscription_C,8958.09,0.03,232.91,8725.18,01/03/2024,,,
13931,2024-03,SMB,Service_A,12751.62,0.03,331.54,12420.08,01/03/2024,,,
13932,2024-10,Enterprise,Subscription_C,22330.25,0.02,334.95,21995.3,01/10/2024,,,
13933,2024-01,Enterprise,Product_B,29435.31,0.01,323.79,29111.52,01/01/2024,,,
13934,2024-10,Retail,AddOn_D,3492.54,0.04,150.18,3342.36,01/10/2024,,,
13935,2024-01,Enterprise,Product_B,17240.71,0.01,172.41,17068.3,01/01/2024,,,
13936,2024-08,Retail,Service_A,2139.25,0.04,77.01,2062.24,01/08/2024,,,
13937,2024-05,Retail,AddOn_D,4955.02,0.04,218.02,4737,01/05/2024,,,
13938,2024-03,Enterprise,Service_A,17057.03,0.01,153.51,16903.52,01/03/2024,,,
13939,2024-01,SMB,Service_A,7866.76,0.02,173.07,7693.69,01/01/2024,,,
13940,2024-04,Retail,Subscription_C,1812.04,0.05,88.79,1723.25,01/04/2024,,,
13941,2024-04,SMB,Product_B,5458.04,0.03,158.28,5299.76,01/04/2024,,,
13942,2024-08,Enterprise,AddOn_D,26015.06,0.02,390.23,25624.83,01/08/2024,,,
13943,2024-04,Enterprise,Subscription_C,29575.34,0.01,236.6,29338.74,01/04/2024,,,
13944,2024-06,SMB,Product_B,6892.32,0.02,158.52,6733.8,01/06/2024,,,
13945,2024-04,Enterprise,Subscription_C,18585.69,0.01,241.61,18344.08,01/04/2024,,,
13946,2024-03,Retail,Subscription_C,1984.17,0.05,103.18,1880.99,01/03/2024,,,
13947,2024-03,SMB,Product_B,11553.32,0.02,207.96,11345.36,01/03/2024,,,
13948,2024-09,Enterprise,AddOn_D,28082.62,0.01,308.91,27773.71,01/09/2024,,,
13949,2024-09,Retail,Subscription_C,1911.91,0.05,91.77,1820.14,01/09/2024,,,
13950,2024-08,Retail,AddOn_D,2702.64,0.04,110.81,2591.83,01/08/2024,,,
13951,2024-11,SMB,Product_B,6709.93,0.02,100.65,6609.28,01/11/2024,,,
13952,2024-07,SMB,Product_B,14464.23,0.03,419.46,14044.77,01/07/2024,,,
13953,2024-01,Retail,Service_A,2689.4,0.04,107.58,2581.82,01/01/2024,,,
13954,2024-03,Enterprise,Subscription_C,25934.04,0.01,337.14,25596.9,01/03/2024,,,
13955,2024-10,SMB,Subscription_C,12590.73,0.02,264.41,12326.32,01/10/2024,,,
13956,2024-08,SMB,AddOn_D,6679.01,0.03,180.33,6498.68,01/08/2024,,,
13957,2024-06,Enterprise,Service_A,28706.51,0.01,373.18,28333.33,01/06/2024,,,
13958,2024-05,SMB,AddOn_D,13952.74,0.03,390.68,13562.06,01/05/2024,,,
13959,2024-04,SMB,Product_B,9653.69,0.02,144.81,9508.88,01/04/2024,,,
13960,2024-09,Enterprise,Product_B,28277.74,0.01,395.89,27881.85,01/09/2024,,,
13961,2024-01,Enterprise,AddOn_D,16903.19,0.01,185.94,16717.25,01/01/2024,,,
13962,2024-06,SMB,AddOn_D,12837.77,0.03,423.65,12414.12,01/06/2024,,,
13963,2024-01,SMB,AddOn_D,10147.38,0.02,233.39,9913.99,01/01/2024,,,
13964,2024-06,Retail,Service_A,3702.11,0.04,136.98,3565.13,01/06/2024,,,
13965,2024-08,Enterprise,Service_A,15024.33,0.01,210.34,14813.99,01/08/2024,,,
13966,2024-01,SMB,Subscription_C,14889.93,0.03,402.03,14487.9,01/01/2024,,,
13967,2024-04,SMB,Product_B,10951.56,0.02,164.27,10787.29,01/04/2024,,,
13968,2024-01,Enterprise,AddOn_D,19415.37,0.02,291.23,19124.14,01/01/2024,,,
13969,2024-01,Enterprise,Product_B,18974.09,0.01,151.79,18822.3,01/01/2024,,,
13970,2024-04,SMB,AddOn_D,7236.81,0.02,159.21,7077.6,01/04/2024,,,
13971,2024-11,Enterprise,Product_B,26685.57,0.01,266.86,26418.71,01/11/2024,,,
13972,2024-08,Enterprise,Service_A,28537.93,0.01,342.46,28195.47,01/08/2024,,,
13973,2024-11,Retail,Product_B,3569.51,0.04,142.78,3426.73,01/11/2024,,,
13974,2024-06,SMB,Service_A,13080.45,0.02,261.61,12818.84,01/06/2024,,,
13975,2024-10,SMB,Subscription_C,14803.12,0.03,444.09,14359.03,01/10/2024,,,
13976,2024-10,SMB,Subscription_C,7694,0.02,153.88,7540.12,01/10/2024,,,
13977,2024-05,SMB,Service_A,8008.13,0.03,200.2,7807.93,01/05/2024,,,
13978,2024-03,Retail,Product_B,2235.64,0.04,82.72,2152.92,01/03/2024,,,
13979,2024-03,Enterprise,Service_A,15974.78,0.02,239.62,15735.16,01/03/2024,,,
13980,2024-07,SMB,Service_A,8942.56,0.02,187.79,8754.77,01/07/2024,,,
13981,2024-05,Enterprise,Product_B,24329.97,0.01,170.31,24159.66,01/05/2024,,,
13982,2024-04,Enterprise,AddOn_D,26656.2,0.01,373.19,26283.01,01/04/2024,,,
13983,2024-05,Enterprise,AddOn_D,20420.1,0.01,183.78,20236.32,01/05/2024,,,
13984,2024-01,SMB,Service_A,14911.5,0.02,298.23,14613.27,01/01/2024,,,
13985,2024-10,Enterprise,Service_A,28456.12,0.01,256.11,28200.01,01/10/2024,,,
13986,2024-03,Enterprise,Service_A,23115.19,0.01,161.81,22953.38,01/03/2024,,,
13987,2024-01,Enterprise,AddOn_D,29114.62,0.01,320.26,28794.36,01/01/2024,,,
13988,2024-01,SMB,Service_A,6583.22,0.02,125.08,6458.14,01/01/2024,,,
13989,2024-04,Retail,Service_A,2304.75,0.05,119.85,2184.9,01/04/2024,,,
13990,2024-10,SMB,Subscription_C,12990.56,0.02,246.82,12743.74,01/10/2024,,,
13991,2024-03,Enterprise,Subscription_C,28522.78,0.01,399.32,28123.46,01/03/2024,,,
13992,2024-05,Enterprise,Subscription_C,17043.27,0.01,119.3,16923.97,01/05/2024,,,
13993,2024-01,SMB,Service_A,8853.26,0.03,221.33,8631.93,01/01/2024,,,
13994,2024-07,SMB,Subscription_C,8353.07,0.03,275.65,8077.42,01/07/2024,,,
13995,2024-04,Retail,Subscription_C,3518.31,0.05,179.43,3338.88,01/04/2024,,,
13996,2024-11,Enterprise,Subscription_C,29261.12,0.01,175.57,29085.55,01/11/2024,,,
13997,2024-01,Enterprise,Service_A,20127.2,0.01,140.89,19986.31,01/01/2024,,,
13998,2024-11,Enterprise,Service_A,29342.58,0.01,205.4,29137.18,01/11/2024,,,
13999,2024-05,Enterprise,Subscription_C,16649.38,0.01,216.44,16432.94,01/05/2024,,,
14000,2024-05,Enterprise,Product_B,22213.86,0.01,244.35,21969.51,01/05/2024,,,
14001,2024-10,Enterprise,Service_A,26655.91,0.01,346.53,26309.38,01/10/2024,,,
14002,2024-07,Retail,AddOn_D,4964.31,0.04,178.72,4785.59,01/07/2024,,,
14003,2024-04,Enterprise,Subscription_C,24673.97,0.01,271.41,24402.56,01/04/2024,,,
14004,2024-04,Enterprise,Product_B,20670.16,0.01,227.37,20442.79,01/04/2024,,,
14005,2024-08,Retail,AddOn_D,1213.95,0.04,43.7,1170.25,01/08/2024,,,
14006,2024-01,Enterprise,Service_A,18015.4,0.01,216.18,17799.22,01/01/2024,,,
14007,2024-10,Retail,Product_B,3125.34,0.05,153.14,2972.2,01/10/2024,,,
14008,2024-03,SMB,Service_A,5125.74,0.03,148.65,4977.09,01/03/2024,,,
14009,2024-08,SMB,Product_B,7515.61,0.02,172.86,7342.75,01/08/2024,,,
14010,2024-11,Retail,Product_B,2246.34,0.04,92.1,2154.24,01/11/2024,,,
14011,2024-03,Retail,Subscription_C,3645.06,0.04,131.22,3513.84,01/03/2024,,,
14012,2024-03,Retail,AddOn_D,3697.08,0.04,151.58,3545.5,01/03/2024,,,
14013,2024-10,Enterprise,Subscription_C,15815.22,0.01,158.15,15657.07,01/10/2024,,,
14014,2024-04,Retail,AddOn_D,4381.52,0.05,227.84,4153.68,01/04/2024,,,
14015,2024-09,Enterprise,Product_B,25607.96,0.01,179.26,25428.7,01/09/2024,,,
14016,2024-04,SMB,Product_B,6708.07,0.03,194.53,6513.54,01/04/2024,,,
14017,2024-03,Enterprise,AddOn_D,16257.94,0.01,211.35,16046.59,01/03/2024,,,
14018,2024-11,Enterprise,Product_B,23353.12,0.01,186.82,23166.3,01/11/2024,,,
14019,2024-03,Enterprise,Product_B,29302.38,0.01,322.33,28980.05,01/03/2024,,,
14020,2024-03,Enterprise,Subscription_C,19369.77,0.01,116.22,19253.55,01/03/2024,,,
14021,2024-11,Retail,Subscription_C,3906.96,0.04,160.19,3746.77,01/11/2024,,,
14022,2024-05,Retail,Product_B,2527.45,0.06,139.01,2388.44,01/05/2024,,,
14023,2024-01,Enterprise,Product_B,16573.03,0.01,99.44,16473.59,01/01/2024,,,
14024,2024-09,Enterprise,Product_B,24753.96,0.01,297.05,24456.91,01/09/2024,,,
14025,2024-08,SMB,Service_A,5811.98,0.03,156.92,5655.06,01/08/2024,,,
14026,2024-03,Enterprise,Service_A,15653.36,0.01,156.53,15496.83,01/03/2024,,,
14027,2024-05,SMB,Service_A,7393.59,0.02,177.45,7216.14,01/05/2024,,,
14028,2024-09,SMB,AddOn_D,7075.71,0.02,148.59,6927.12,01/09/2024,,,
14029,2024-01,Retail,AddOn_D,3828.47,0.04,145.48,3682.99,01/01/2024,,,
14030,2024-04,SMB,Subscription_C,10454.67,0.03,345,10109.67,01/04/2024,,,
14031,2024-06,Enterprise,AddOn_D,28898.94,0.01,404.59,28494.35,01/06/2024,,,
14032,2024-07,SMB,Service_A,5802.56,0.03,150.87,5651.69,01/07/2024,,,
14033,2024-07,Retail,Subscription_C,1433.34,0.06,78.83,1354.51,01/07/2024,,,
14034,2024-10,Enterprise,AddOn_D,25646.74,0.01,205.17,25441.57,01/10/2024,,,
14035,2024-03,Enterprise,Product_B,22491.55,0.01,157.44,22334.11,01/03/2024,,,
14036,2024-07,Retail,Product_B,2136.46,0.05,106.82,2029.64,01/07/2024,,,
14037,2024-11,Enterprise,Service_A,23777.31,0.01,332.88,23444.43,01/11/2024,,,
14038,2024-04,SMB,Service_A,12562.34,0.03,427.12,12135.22,01/04/2024,,,
14039,2024-01,Retail,Product_B,1268.18,0.05,57.07,1211.11,01/01/2024,,,
14040,2024-08,SMB,Service_A,14461.36,0.03,462.76,13998.6,01/08/2024,,,
14041,2024-06,Enterprise,Service_A,26570.88,0.02,398.56,26172.32,01/06/2024,,,
14042,2024-09,SMB,AddOn_D,11479.43,0.02,206.63,11272.8,01/09/2024,,,
14043,2024-10,Enterprise,Product_B,18808.52,0.01,150.47,18658.05,01/10/2024,,,
14044,2024-07,SMB,Subscription_C,12060.04,0.02,205.02,11855.02,01/07/2024,,,
14045,2024-06,Retail,Subscription_C,1758.37,0.04,73.85,1684.52,01/06/2024,,,
14046,2024-08,Retail,Product_B,3558.13,0.04,149.44,3408.69,01/08/2024,,,
14047,2024-05,Retail,Subscription_C,3238.14,0.04,132.76,3105.38,01/05/2024,,,
14048,2024-04,SMB,Service_A,12944.08,0.03,388.32,12555.76,01/04/2024,,,
14049,2024-01,SMB,Service_A,11867.78,0.03,308.56,11559.22,01/01/2024,,,
14050,2024-08,Enterprise,Product_B,28470.69,0.01,142.35,28328.34,01/08/2024,,,
14051,2024-03,SMB,AddOn_D,11438.05,0.03,377.46,11060.59,01/03/2024,,,
14052,2024-06,Retail,Product_B,1912.76,0.04,70.77,1841.99,01/06/2024,,,
14053,2024-03,SMB,AddOn_D,10497.63,0.02,241.45,10256.18,01/03/2024,,,
14054,2024-11,Enterprise,Subscription_C,20460.74,0.02,306.91,20153.83,01/11/2024,,,
14055,2024-03,Retail,AddOn_D,4601.09,0.04,197.85,4403.24,01/03/2024,,,
14056,2024-01,Retail,Subscription_C,2652.55,0.04,111.41,2541.14,01/01/2024,,,
14057,2024-01,SMB,Service_A,10450.38,0.03,355.31,10095.07,01/01/2024,,,
14058,2024-07,SMB,Service_A,8582.01,0.03,231.71,8350.3,01/07/2024,,,
14059,2024-07,SMB,Subscription_C,13434,0.03,429.89,13004.11,01/07/2024,,,
14060,2024-09,SMB,Product_B,7326.93,0.03,183.17,7143.76,01/09/2024,,,
14061,2024-09,Retail,Product_B,2403.63,0.05,112.97,2290.66,01/09/2024,,,
14062,2024-04,Retail,AddOn_D,2928,0.05,158.11,2769.89,01/04/2024,,,
14063,2024-04,SMB,Service_A,10807.16,0.03,291.79,10515.37,01/04/2024,,,
14064,2024-10,Retail,Subscription_C,2516.32,0.04,95.62,2420.7,01/10/2024,,,
14065,2024-03,Retail,Product_B,4207.87,0.04,151.48,4056.39,01/03/2024,,,
14066,2024-04,Enterprise,AddOn_D,27653.73,0.01,304.19,27349.54,01/04/2024,,,
14067,2024-04,SMB,AddOn_D,11771.93,0.03,294.3,11477.63,01/04/2024,,,
14068,2024-04,Enterprise,Service_A,18557.4,0.01,241.25,18316.15,01/04/2024,,,
14069,2024-06,Retail,Product_B,2732.58,0.04,103.84,2628.74,01/06/2024,,,
14070,2024-03,Retail,AddOn_D,3732.16,0.04,153.02,3579.14,01/03/2024,,,
14071,2024-08,Retail,Service_A,2352.95,0.05,117.65,2235.3,01/08/2024,,,
14072,2024-10,Enterprise,AddOn_D,24517.23,0.01,122.59,24394.64,01/10/2024,,,
14073,2024-08,Enterprise,Subscription_C,18598.65,0.01,167.39,18431.26,01/08/2024,,,
14074,2024-01,Enterprise,Service_A,26131.07,0.01,313.57,25817.5,01/01/2024,,,
14075,2024-01,Retail,Product_B,1247.58,0.05,56.14,1191.44,01/01/2024,,,
14076,2024-07,Retail,Service_A,4412.29,0.05,198.55,4213.74,01/07/2024,,,
14077,2024-05,Enterprise,Product_B,24310.34,0.01,243.1,24067.24,01/05/2024,,,
14078,2024-08,Retail,Product_B,4449.46,0.04,182.43,4267.03,01/08/2024,,,
14079,2024-01,SMB,AddOn_D,9348.46,0.03,261.76,9086.7,01/01/2024,,,
14080,2024-03,SMB,Product_B,7697.25,0.02,115.46,7581.79,01/03/2024,,,
14081,2024-06,SMB,AddOn_D,6276.78,0.03,207.13,6069.65,01/06/2024,,,
14082,2024-06,SMB,AddOn_D,8232.16,0.02,131.71,8100.45,01/06/2024,,,
14083,2024-10,Retail,AddOn_D,1024.9,0.05,49.2,975.7,01/10/2024,,,
14084,2024-01,Retail,Service_A,3332.16,0.04,146.62,3185.54,01/01/2024,,,
14085,2024-01,SMB,Product_B,8389.08,0.02,142.61,8246.47,01/01/2024,,,
14086,2024-03,Retail,Subscription_C,3516.97,0.05,179.37,3337.6,01/03/2024,,,
14087,2024-05,SMB,Service_A,14991.81,0.02,344.81,14647,01/05/2024,,,
14088,2024-07,SMB,Subscription_C,12892.92,0.03,386.79,12506.13,01/07/2024,,,
14089,2024-06,Retail,AddOn_D,2674.7,0.05,133.73,2540.97,01/06/2024,,,
14090,2024-07,Retail,Product_B,2718.19,0.05,141.35,2576.84,01/07/2024,,,
14091,2024-09,SMB,Product_B,7351.69,0.03,227.9,7123.79,01/09/2024,,,
14092,2024-01,SMB,Product_B,11077.04,0.03,299.08,10777.96,01/01/2024,,,
14093,2024-05,Retail,Service_A,1859.6,0.04,68.81,1790.79,01/05/2024,,,
14094,2024-10,Retail,AddOn_D,1211.09,0.04,47.23,1163.86,01/10/2024,,,
14095,2024-08,Retail,AddOn_D,2705.62,0.04,110.93,2594.69,01/08/2024,,,
14096,2024-03,Retail,Subscription_C,2943.01,0.04,114.78,2828.23,01/03/2024,,,
14097,2024-10,SMB,Service_A,6741.43,0.03,175.28,6566.15,01/10/2024,,,
14098,2024-07,Retail,Product_B,4217.14,0.05,215.07,4002.07,01/07/2024,,,
14099,2024-11,Enterprise,Service_A,28033.8,0.01,280.34,27753.46,01/11/2024,,,
14100,2024-10,SMB,Subscription_C,5065.13,0.03,126.63,4938.5,01/10/2024,,,
14101,2024-09,Enterprise,Service_A,19833.52,0.01,218.17,19615.35,01/09/2024,,,
14102,2024-08,Retail,AddOn_D,3832.84,0.04,157.15,3675.69,01/08/2024,,,
14103,2024-09,SMB,AddOn_D,9300.93,0.02,148.81,9152.12,01/09/2024,,,
14104,2024-03,Retail,Subscription_C,1849.18,0.05,88.76,1760.42,01/03/2024,,,
14105,2024-05,Retail,Product_B,2489.87,0.05,114.53,2375.34,01/05/2024,,,
14106,2024-09,Enterprise,Product_B,15545.61,0.01,93.27,15452.34,01/09/2024,,,
14107,2024-06,Enterprise,Service_A,16927.61,0.01,84.64,16842.97,01/06/2024,,,
14108,2024-10,Retail,Subscription_C,1021.52,0.04,38.82,982.7,01/10/2024,,,
14109,2024-08,SMB,Product_B,14972.6,0.03,389.29,14583.31,01/08/2024,,,
14110,2024-01,Enterprise,Service_A,24453.19,0.01,342.34,24110.85,01/01/2024,,,
14111,2024-01,Enterprise,Subscription_C,27927.39,0.01,279.27,27648.12,01/01/2024,,,
14112,2024-09,Enterprise,Product_B,20765.02,0.01,207.65,20557.37,01/09/2024,,,
14113,2024-10,SMB,Product_B,11739.49,0.03,305.23,11434.26,01/10/2024,,,
14114,2024-07,Enterprise,AddOn_D,16981.96,0.01,237.75,16744.21,01/07/2024,,,
14115,2024-04,Enterprise,Subscription_C,25588.25,0.01,204.71,25383.54,01/04/2024,,,
14116,2024-08,Retail,Product_B,1593.22,0.05,78.07,1515.15,01/08/2024,,,
14117,2024-04,Retail,Subscription_C,3153.39,0.04,126.14,3027.25,01/04/2024,,,
14118,2024-08,SMB,Service_A,5310.34,0.03,154,5156.34,01/08/2024,,,
14119,2024-11,Enterprise,Product_B,19533.87,0.01,273.47,19260.4,01/11/2024,,,
14120,2024-01,Retail,Service_A,1933.25,0.05,104.4,1828.85,01/01/2024,,,
14121,2024-01,Enterprise,Subscription_C,26675.11,0.01,213.4,26461.71,01/01/2024,,,
14122,2024-03,SMB,Service_A,10360,0.02,176.12,10183.88,01/03/2024,,,
14123,2024-11,Enterprise,AddOn_D,19207.55,0.01,268.91,18938.64,01/11/2024,,,
14124,2024-03,Retail,Product_B,4385.35,0.05,197.34,4188.01,01/03/2024,,,
14125,2024-07,SMB,Service_A,10751.4,0.03,268.79,10482.61,01/07/2024,,,
14126,2024-03,SMB,Product_B,7558.62,0.02,143.61,7415.01,01/03/2024,,,
14127,2024-03,SMB,Service_A,5685.22,0.03,147.82,5537.4,01/03/2024,,,
14128,2024-03,SMB,Service_A,8036.55,0.03,265.21,7771.34,01/03/2024,,,
14129,2024-06,SMB,Product_B,8252.56,0.02,123.79,8128.77,01/06/2024,,,
14130,2024-11,Retail,Subscription_C,2099.74,0.04,83.99,2015.75,01/11/2024,,,
14131,2024-09,SMB,Service_A,13812.85,0.02,276.26,13536.59,01/09/2024,,,
14132,2024-09,SMB,AddOn_D,6625.6,0.03,172.27,6453.33,01/09/2024,,,
14133,2024-09,SMB,Product_B,7906.6,0.03,205.57,7701.03,01/09/2024,,,
14134,2024-10,SMB,Product_B,7728.89,0.03,216.41,7512.48,01/10/2024,,,
14135,2024-04,SMB,Subscription_C,10834.76,0.02,205.86,10628.9,01/04/2024,,,
14136,2024-01,Retail,AddOn_D,4278.47,0.04,171.14,4107.33,01/01/2024,,,
14137,2024-01,SMB,Product_B,11421.95,0.02,217.02,11204.93,01/01/2024,,,
14138,2024-05,Retail,AddOn_D,4559.69,0.04,200.63,4359.06,01/05/2024,,,
14139,2024-04,SMB,Service_A,12465.1,0.02,249.3,12215.8,01/04/2024,,,
14140,2024-10,Enterprise,AddOn_D,24302.15,0.01,340.23,23961.92,01/10/2024,,,
14141,2024-01,SMB,Service_A,7862.1,0.03,212.28,7649.82,01/01/2024,,,
14142,2024-11,Retail,AddOn_D,4050.96,0.04,178.24,3872.72,01/11/2024,,,
14143,2024-04,Retail,Subscription_C,3128.88,0.05,147.06,2981.82,01/04/2024,,,
14144,2024-09,Enterprise,Service_A,22750.62,0.01,182,22568.62,01/09/2024,,,
14145,2024-01,Retail,Product_B,1890.73,0.05,100.21,1790.52,01/01/2024,,,
14146,2024-05,Retail,Service_A,2162.38,0.04,80.01,2082.37,01/05/2024,,,
14147,2024-03,SMB,Product_B,10133.59,0.03,293.87,9839.72,01/03/2024,,,
14148,2024-11,Enterprise,AddOn_D,18969.59,0.01,151.76,18817.83,01/11/2024,,,
14149,2024-01,SMB,Product_B,9390.28,0.02,178.42,9211.86,01/01/2024,,,
14150,2024-08,Enterprise,Subscription_C,15768.17,0.01,173.45,15594.72,01/08/2024,,,
14151,2024-10,SMB,Subscription_C,9160.63,0.02,183.21,8977.42,01/10/2024,,,
14152,2024-07,SMB,AddOn_D,9473.31,0.02,217.89,9255.42,01/07/2024,,,
14153,2024-01,Retail,Service_A,4331.6,0.05,220.91,4110.69,01/01/2024,,,
14154,2024-04,SMB,Subscription_C,13436.18,0.03,456.83,12979.35,01/04/2024,,,
14155,2024-05,Enterprise,Service_A,20451.38,0.01,204.51,20246.87,01/05/2024,,,
14156,2024-11,SMB,AddOn_D,9389.39,0.03,319.24,9070.15,01/11/2024,,,
14157,2024-04,SMB,Product_B,5851.35,0.03,169.69,5681.66,01/04/2024,,,
14158,2024-05,Enterprise,Subscription_C,21512.86,0.01,150.59,21362.27,01/05/2024,,,
14159,2024-04,Enterprise,Service_A,16614.11,0.01,199.37,16414.74,01/04/2024,,,
14160,2024-06,SMB,Subscription_C,13709.13,0.02,246.76,13462.37,01/06/2024,,,
